"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10685","4730","15415"
"National","eastern cape","Private Health","Male","8873","3577","12450"
"National","eastern cape","Public Health","Female","119170","27237","146407"
"National","eastern cape","Public Health","Male","95463","17965","113428"
"National","free state","Private Health","Female","8818","3832","12650"
"National","free state","Private Health","Male","7198","2915","10113"
"National","free state","Public Health","Female","76618","29920","106538"
"National","free state","Public Health","Male","64888","21642","86530"
"National","gauteng","Private Health","Female","54121","27863","81984"
"National","gauteng","Private Health","Male","49034","23457","72491"
"National","gauteng","Public Health","Female","146092","47093","193185"
"National","gauteng","Public Health","Male","115245","34735","149980"
"National","kwazulu-natal","Private Health","Female","17500","9177","26677"
"National","kwazulu-natal","Private Health","Male","15734","7731","23465"
"National","kwazulu-natal","Public Health","Female","119644","33272","152916"
"National","kwazulu-natal","Public Health","Male","81259","20394","101653"
"National","limpopo","Private Health","Female","10607","4368","14975"
"National","limpopo","Private Health","Male","8326","3140","11466"
"National","limpopo","Public Health","Female","113216","30769","143985"
"National","limpopo","Public Health","Male","95055","23287","118342"
"National","mpumalanga","Private Health","Female","4037","1562","5599"
"National","mpumalanga","Private Health","Male","3512","1349","4861"
"National","mpumalanga","Public Health","Female","63555","15615","79170"
"National","mpumalanga","Public Health","Male","53458","11320","64778"
"National","northern cape","Private Health","Female","2143","974","3117"
"National","northern cape","Private Health","Male","1931","713","2644"
"National","northern cape","Public Health","Female","11327","3320","14647"
"National","northern cape","Public Health","Male","9099","2485","11584"
"National","north west","Private Health","Female","5227","2234","7461"
"National","north west","Private Health","Male","4709","1882","6591"
"National","north west","Public Health","Female","72074","20022","92096"
"National","north west","Public Health","Male","59615","14371","73986"
"National","western cape","Private Health","Female","23639","11474","35113"
"National","western cape","Private Health","Male","21055","9717","30772"
"National","western cape","Public Health","Female","46649","14676","61325"
"National","western cape","Public Health","Male","38572","11921","50493"
