"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","8","0","7","15"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","2","0","1","3"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","35","0","39","74"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","2","0","0","2"
"Janssen Vaccines & Prevention B.V","north west","Adults","3","0","60","63"
"Pfizer","gauteng","12-17 Years","3","1","0","4"
"Pfizer","gauteng","Adults","9","5","12","26"
"Pfizer","kwazulu-natal","12-17 Years","4","1","0","5"
"Pfizer","kwazulu-natal","Adults","2","1","3","6"
"Pfizer","limpopo","12-17 Years","18","9","0","27"
"Pfizer","limpopo","Adults","45","38","38","121"
"Pfizer","mpumalanga","12-17 Years","2","0","0","2"
"Pfizer","north west","Adults","4","32","17","53"
