"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","8"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","2"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","35"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","2"
"Janssen Vaccines & Prevention B.V","north west","Adults","3"
"Pfizer","gauteng","12-17 Years","1"
"Pfizer","gauteng","Adults","5"
"Pfizer","kwazulu-natal","12-17 Years","1"
"Pfizer","kwazulu-natal","Adults","1"
"Pfizer","limpopo","12-17 Years","9"
"Pfizer","limpopo","Adults","38"
"Pfizer","mpumalanga","12-17 Years","0"
"Pfizer","north west","Adults","32"
