"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","713"
"Janssen Vaccines & Prevention B.V","free state","Adults","464"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1507"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","811"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","771"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","893"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","151"
"Janssen Vaccines & Prevention B.V","north west","Adults","546"
"Janssen Vaccines & Prevention B.V","western cape","Adults","455"
"Pfizer","eastern cape","12-17 Years","1649"
"Pfizer","eastern cape","Adults","890"
"Pfizer","free state","12-17 Years","1022"
"Pfizer","free state","Adults","532"
"Pfizer","gauteng","12-17 Years","1792"
"Pfizer","gauteng","Adults","2949"
"Pfizer","kwazulu-natal","12-17 Years","1167"
"Pfizer","kwazulu-natal","Adults","1353"
"Pfizer","limpopo","12-17 Years","882"
"Pfizer","limpopo","Adults","797"
"Pfizer","mpumalanga","12-17 Years","354"
"Pfizer","mpumalanga","Adults","432"
"Pfizer","northern cape","12-17 Years","58"
"Pfizer","northern cape","Adults","140"
"Pfizer","north west","12-17 Years","581"
"Pfizer","north west","Adults","664"
"Pfizer","western cape","12-17 Years","235"
"Pfizer","western cape","Adults","838"
