"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","920579"
"Janssen Vaccines & Prevention B.V","free state","Adults","488475"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1557200"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1251577"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1084005"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","834160"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","216645"
"Janssen Vaccines & Prevention B.V","north west","Adults","715764"
"Janssen Vaccines & Prevention B.V","western cape","Adults","754417"
"Pfizer","eastern cape","12-17 Years","116962"
"Pfizer","eastern cape","Adults","1139078"
"Pfizer","free state","12-17 Years","80077"
"Pfizer","free state","Adults","598845"
"Pfizer","gauteng","12-17 Years","170223"
"Pfizer","gauteng","Adults","3410990"
"Pfizer","kwazulu-natal","12-17 Years","133874"
"Pfizer","kwazulu-natal","Adults","1665581"
"Pfizer","limpopo","12-17 Years","99662"
"Pfizer","limpopo","Adults","884820"
"Pfizer","mpumalanga","12-17 Years","53138"
"Pfizer","mpumalanga","Adults","478571"
"Pfizer","northern cape","12-17 Years","14947"
"Pfizer","northern cape","Adults","195200"
"Pfizer","north west","12-17 Years","52685"
"Pfizer","north west","Adults","542499"
"Pfizer","western cape","12-17 Years","54269"
"Pfizer","western cape","Adults","1871621"
