"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","61"
"Janssen Vaccines & Prevention B.V","free state","Adults","24"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","269"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","155"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","109"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","175"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","9"
"Janssen Vaccines & Prevention B.V","north west","Adults","53"
"Janssen Vaccines & Prevention B.V","western cape","Adults","60"
"Pfizer","eastern cape","12-17 Years","69"
"Pfizer","eastern cape","Adults","190"
"Pfizer","free state","12-17 Years","30"
"Pfizer","free state","Adults","93"
"Pfizer","gauteng","12-17 Years","127"
"Pfizer","gauteng","Adults","396"
"Pfizer","kwazulu-natal","12-17 Years","135"
"Pfizer","kwazulu-natal","Adults","297"
"Pfizer","limpopo","12-17 Years","50"
"Pfizer","limpopo","Adults","114"
"Pfizer","mpumalanga","12-17 Years","29"
"Pfizer","mpumalanga","Adults","111"
"Pfizer","northern cape","12-17 Years","10"
"Pfizer","northern cape","Adults","11"
"Pfizer","north west","12-17 Years","11"
"Pfizer","north west","Adults","44"
"Pfizer","western cape","12-17 Years","43"
"Pfizer","western cape","Adults","146"
