"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","61","0","73","134"
"Janssen Vaccines & Prevention B.V","free state","Adults","31","0","50","81"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","271","0","212","483"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","106","0","76","182"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","183","0","132","315"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","119","0","74","193"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","43","0","30","73"
"Janssen Vaccines & Prevention B.V","north west","Adults","47","0","69","116"
"Janssen Vaccines & Prevention B.V","western cape","Adults","109","0","63","172"
"Pfizer","eastern cape","12-17 Years","63","85","0","148"
"Pfizer","eastern cape","Adults","42","53","46","141"
"Pfizer","free state","12-17 Years","10","45","0","55"
"Pfizer","free state","Adults","48","53","95","196"
"Pfizer","gauteng","12-17 Years","55","88","0","143"
"Pfizer","gauteng","Adults","211","173","158","542"
"Pfizer","kwazulu-natal","12-17 Years","18","32","0","50"
"Pfizer","kwazulu-natal","Adults","106","127","112","345"
"Pfizer","limpopo","12-17 Years","64","113","0","177"
"Pfizer","limpopo","Adults","74","73","77","224"
"Pfizer","mpumalanga","12-17 Years","32","112","0","144"
"Pfizer","mpumalanga","Adults","32","54","31","117"
"Pfizer","northern cape","12-17 Years","1","1","0","2"
"Pfizer","northern cape","Adults","22","11","16","49"
"Pfizer","north west","12-17 Years","17","11","0","28"
"Pfizer","north west","Adults","26","22","34","82"
"Pfizer","western cape","12-17 Years","25","40","0","65"
"Pfizer","western cape","Adults","65","78","101","244"
