"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","61"
"Janssen Vaccines & Prevention B.V","free state","Adults","31"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","271"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","106"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","183"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","119"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","43"
"Janssen Vaccines & Prevention B.V","north west","Adults","47"
"Janssen Vaccines & Prevention B.V","western cape","Adults","109"
"Pfizer","eastern cape","12-17 Years","85"
"Pfizer","eastern cape","Adults","53"
"Pfizer","free state","12-17 Years","45"
"Pfizer","free state","Adults","53"
"Pfizer","gauteng","12-17 Years","88"
"Pfizer","gauteng","Adults","173"
"Pfizer","kwazulu-natal","12-17 Years","32"
"Pfizer","kwazulu-natal","Adults","127"
"Pfizer","limpopo","12-17 Years","113"
"Pfizer","limpopo","Adults","73"
"Pfizer","mpumalanga","12-17 Years","112"
"Pfizer","mpumalanga","Adults","54"
"Pfizer","northern cape","12-17 Years","1"
"Pfizer","northern cape","Adults","11"
"Pfizer","north west","12-17 Years","11"
"Pfizer","north west","Adults","22"
"Pfizer","western cape","12-17 Years","40"
"Pfizer","western cape","Adults","78"
