"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10597","5095","15692"
"National","eastern cape","Private Health","Male","8938","3929","12867"
"National","eastern cape","Public Health","Female","144465","50328","194793"
"National","eastern cape","Public Health","Male","118170","35131","153301"
"National","free state","Private Health","Female","9206","4494","13700"
"National","free state","Private Health","Male","7535","3420","10955"
"National","free state","Public Health","Female","84118","39440","123558"
"National","free state","Public Health","Male","71820","29446","101266"
"National","gauteng","Private Health","Female","53921","29835","83756"
"National","gauteng","Private Health","Male","49472","25511","74983"
"National","gauteng","Public Health","Female","163782","64997","228779"
"National","gauteng","Public Health","Male","129260","47533","176793"
"National","kwazulu-natal","Private Health","Female","17375","9683","27058"
"National","kwazulu-natal","Private Health","Male","15693","8212","23905"
"National","kwazulu-natal","Public Health","Female","155478","62573","218051"
"National","kwazulu-natal","Public Health","Male","105773","38168","143941"
"National","limpopo","Private Health","Female","11883","5125","17008"
"National","limpopo","Private Health","Male","9227","3565","12792"
"National","limpopo","Public Health","Female","140963","46637","187600"
"National","limpopo","Public Health","Male","122452","34953","157405"
"National","mpumalanga","Private Health","Female","4047","1703","5750"
"National","mpumalanga","Private Health","Male","3527","1486","5013"
"National","mpumalanga","Public Health","Female","75401","25026","100427"
"National","mpumalanga","Public Health","Male","62711","17490","80201"
"National","northern cape","Private Health","Female","2150","1049","3199"
"National","northern cape","Private Health","Male","1974","791","2765"
"National","northern cape","Public Health","Female","16944","5387","22331"
"National","northern cape","Public Health","Male","13270","3996","17266"
"National","north west","Private Health","Female","5277","2436","7713"
"National","north west","Private Health","Male","4763","2023","6786"
"National","north west","Public Health","Female","79315","27689","107004"
"National","north west","Public Health","Male","65629","19891","85520"
"National","western cape","Private Health","Female","23722","12518","36240"
"National","western cape","Private Health","Male","21347","10842","32189"
"National","western cape","Public Health","Female","47323","15742","63065"
"National","western cape","Public Health","Male","39384","12850","52234"
