"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","911162"
"Janssen Vaccines & Prevention B.V","free state","Adults","484189"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1527891"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1228119"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1073838"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","814537"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","213281"
"Janssen Vaccines & Prevention B.V","north west","Adults","709873"
"Janssen Vaccines & Prevention B.V","western cape","Adults","745770"
"Pfizer","eastern cape","12-17 Years","94483"
"Pfizer","eastern cape","Adults","1112806"
"Pfizer","free state","12-17 Years","76800"
"Pfizer","free state","Adults","585226"
"Pfizer","gauteng","12-17 Years","167876"
"Pfizer","gauteng","Adults","3359744"
"Pfizer","kwazulu-natal","12-17 Years","118636"
"Pfizer","kwazulu-natal","Adults","1625899"
"Pfizer","limpopo","12-17 Years","90280"
"Pfizer","limpopo","Adults","869273"
"Pfizer","mpumalanga","12-17 Years","45705"
"Pfizer","mpumalanga","Adults","464450"
"Pfizer","northern cape","12-17 Years","11223"
"Pfizer","northern cape","Adults","190570"
"Pfizer","north west","12-17 Years","52039"
"Pfizer","north west","Adults","534427"
"Pfizer","western cape","12-17 Years","51952"
"Pfizer","western cape","Adults","1851838"
