"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","859493","0","149460","1008953"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","463936","0","92461","556397"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1418339","0","205340","1623679"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1156354","0","178894","1335248"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1049327","0","149483","1198810"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","811721","0","126332","938053"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","207062","0","34148","241210"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","692061","0","112114","804175"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","659424","0","110933","770357"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60871","0","24221","85092"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24396","0","12199","36595"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137571","0","65388","202959"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94505","0","40023","134528"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34187","0","17016","51203"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21925","0","7151","29076"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23478","0","8965","32443"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94614","0","61527","156141"
"Pfizer","National","eastern cape","Adults","1351414","1138354","244775","2734543"
"Pfizer","National","eastern cape","12-17 Years","294423","116311","0","410734"
"Pfizer","National","free state","12-17 Years","170873","80083","0","250956"
"Pfizer","National","free state","Adults","680212","598351","141247","1419810"
"Pfizer","National","gauteng","12-17 Years","388367","170345","18","558730"
"Pfizer","National","gauteng","Adults","3931720","3409386","678870","8019976"
"Pfizer","National","kwazulu-natal","Adults","1998426","1664547","334586","3997559"
"Pfizer","National","kwazulu-natal","12-17 Years","295449","133724","9","429182"
"Pfizer","National","limpopo","Adults","1051838","884240","174886","2110964"
"Pfizer","National","limpopo","12-17 Years","290482","99192","2","389676"
"Pfizer","National","mpumalanga","12-17 Years","148389","52556","0","200945"
"Pfizer","National","mpumalanga","Adults","580138","478303","107859","1166300"
"Pfizer","National","northern cape","12-17 Years","36613","14826","0","51439"
"Pfizer","National","northern cape","Adults","228188","195090","36346","459624"
"Pfizer","National","north west","12-17 Years","151370","52743","4","204117"
"Pfizer","National","north west","Adults","626920","542251","111854","1281025"
"Pfizer","National","western cape","12-17 Years","132568","54187","3","186758"
"Pfizer","National","western cape","Adults","2128905","1871031","489496","4489432"
