"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10139","5061","15200"
"National","eastern cape","Private Health","Male","8586","3927","12513"
"National","eastern cape","Public Health","Female","150831","61922","212753"
"National","eastern cape","Public Health","Male","124867","45401","170268"
"National","free state","Private Health","Female","9100","4627","13727"
"National","free state","Private Health","Male","7508","3579","11087"
"National","free state","Public Health","Female","83067","41000","124067"
"National","free state","Public Health","Male","71198","30877","102075"
"National","gauteng","Private Health","Female","52535","30032","82567"
"National","gauteng","Private Health","Male","48285","25845","74130"
"National","gauteng","Public Health","Female","160455","65875","226330"
"National","gauteng","Public Health","Male","127092","48593","175685"
"National","kwazulu-natal","Private Health","Female","16580","9455","26035"
"National","kwazulu-natal","Private Health","Male","15104","8155","23259"
"National","kwazulu-natal","Public Health","Female","156788","72190","228978"
"National","kwazulu-natal","Public Health","Male","106977","43924","150901"
"National","limpopo","Private Health","Female","11752","5337","17089"
"National","limpopo","Private Health","Male","9121","3697","12818"
"National","limpopo","Public Health","Female","144642","51552","196194"
"National","limpopo","Public Health","Male","124967","38606","163573"
"National","mpumalanga","Private Health","Female","3877","1697","5574"
"National","mpumalanga","Private Health","Male","3397","1510","4907"
"National","mpumalanga","Public Health","Female","77429","29250","106679"
"National","mpumalanga","Public Health","Male","63686","20099","83785"
"National","northern cape","Private Health","Female","2091","1046","3137"
"National","northern cape","Private Health","Male","1915","817","2732"
"National","northern cape","Public Health","Female","18263","7483","25746"
"National","northern cape","Public Health","Male","14344","5480","19824"
"National","north west","Private Health","Female","5091","2403","7494"
"National","north west","Private Health","Male","4629","2025","6654"
"National","north west","Public Health","Female","77387","27869","105256"
"National","north west","Public Health","Male","64263","20446","84709"
"National","western cape","Private Health","Female","22922","12585","35507"
"National","western cape","Private Health","Male","20782","10911","31693"
"National","western cape","Public Health","Female","48361","16842","65203"
"National","western cape","Public Health","Male","40503","13849","54352"
