"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","914540"
"Janssen Vaccines & Prevention B.V","free state","Adults","485852"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1537362"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1235515"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1076451"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","821472"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","214616"
"Janssen Vaccines & Prevention B.V","north west","Adults","711911"
"Janssen Vaccines & Prevention B.V","western cape","Adults","748289"
"Pfizer","eastern cape","12-17 Years","95449"
"Pfizer","eastern cape","Adults","1119781"
"Pfizer","free state","12-17 Years","77693"
"Pfizer","free state","Adults","588934"
"Pfizer","gauteng","12-17 Years","169911"
"Pfizer","gauteng","Adults","3375567"
"Pfizer","kwazulu-natal","12-17 Years","121060"
"Pfizer","kwazulu-natal","Adults","1638420"
"Pfizer","limpopo","12-17 Years","91812"
"Pfizer","limpopo","Adults","873596"
"Pfizer","mpumalanga","12-17 Years","46376"
"Pfizer","mpumalanga","Adults","469094"
"Pfizer","northern cape","12-17 Years","11724"
"Pfizer","northern cape","Adults","192492"
"Pfizer","north west","12-17 Years","52531"
"Pfizer","north west","Adults","537334"
"Pfizer","western cape","12-17 Years","52483"
"Pfizer","western cape","Adults","1857710"
