"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","1","0","4","5"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","6","0","2","8"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","14","0","9","23"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","0","0","2","2"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","12","0","12","24"
"Janssen Vaccines & Prevention B.V","north west","Adults","10","0","52","62"
"Janssen Vaccines & Prevention B.V","western cape","Adults","1","0","1","2"
"Pfizer","eastern cape","12-17 Years","1","0","0","1"
"Pfizer","eastern cape","Adults","0","1","4","5"
"Pfizer","gauteng","12-17 Years","1","2","0","3"
"Pfizer","gauteng","Adults","6","16","6","28"
"Pfizer","kwazulu-natal","12-17 Years","4","4","0","8"
"Pfizer","kwazulu-natal","Adults","13","29","12","54"
"Pfizer","limpopo","12-17 Years","2","0","0","2"
"Pfizer","limpopo","Adults","1","5","4","10"
"Pfizer","mpumalanga","12-17 Years","1","1","0","2"
"Pfizer","mpumalanga","Adults","1","2","8","11"
"Pfizer","north west","12-17 Years","3","4","0","7"
"Pfizer","north west","Adults","10","22","20","52"
"Pfizer","western cape","Adults","2","5","1","8"
