"vaccine_rollout_phase","province","district","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Amathole DM","Private Health","Female","156","36","192"
"National","eastern cape","Amathole DM","Private Health","Male","93","18","111"
"National","eastern cape","Amathole DM","Public Health","Female","14426","5573","19999"
"National","eastern cape","Amathole DM","Public Health","Male","12407","4573","16980"
"National","eastern cape","A Nzo DM","Public Health","Female","32700","17657","50357"
"National","eastern cape","A Nzo DM","Public Health","Male","29056","13788","42844"
"National","eastern cape","Buffalo City MM","Private Health","Female","2771","1131","3902"
"National","eastern cape","Buffalo City MM","Private Health","Male","2265","872","3137"
"National","eastern cape","Buffalo City MM","Public Health","Female","16379","9506","25885"
"National","eastern cape","Buffalo City MM","Public Health","Male","13023","6725","19748"
"National","eastern cape","C Hani DM","Private Health","Female","217","105","322"
"National","eastern cape","C Hani DM","Private Health","Male","153","73","226"
"National","eastern cape","C Hani DM","Public Health","Female","13618","3581","17199"
"National","eastern cape","C Hani DM","Public Health","Male","10981","2617","13598"
"National","eastern cape","Joe Gqabi DM","Private Health","Female","643","358","1001"
"National","eastern cape","Joe Gqabi DM","Private Health","Male","483","215","698"
"National","eastern cape","Joe Gqabi DM","Public Health","Female","7755","2700","10455"
"National","eastern cape","Joe Gqabi DM","Public Health","Male","6914","2178","9092"
"National","eastern cape","N Mandela Bay MM","Private Health","Female","3982","2009","5991"
"National","eastern cape","N Mandela Bay MM","Private Health","Male","3617","1687","5304"
"National","eastern cape","N Mandela Bay MM","Public Health","Female","15670","6457","22127"
"National","eastern cape","N Mandela Bay MM","Public Health","Male","12215","4582","16797"
"National","eastern cape","O Tambo DM","Private Health","Female","300","116","416"
"National","eastern cape","O Tambo DM","Private Health","Male","241","111","352"
"National","eastern cape","O Tambo DM","Public Health","Female","43438","17069","60507"
"National","eastern cape","O Tambo DM","Public Health","Male","36640","12819","49459"
"National","eastern cape","Sarah Baartman DM","Private Health","Female","1536","1062","2598"
"National","eastern cape","Sarah Baartman DM","Private Health","Male","1334","803","2137"
"National","eastern cape","Sarah Baartman DM","Public Health","Female","9521","5338","14859"
"National","eastern cape","Sarah Baartman DM","Public Health","Male","8003","3990","11993"
"National","free state","Fezile Dabi DM","Private Health","Female","469","339","808"
"National","free state","Fezile Dabi DM","Private Health","Male","438","276","714"
"National","free state","Fezile Dabi DM","Public Health","Female","13016","4989","18005"
"National","free state","Fezile Dabi DM","Public Health","Male","10699","3626","14325"
"National","free state","Lejweleputswa DM","Private Health","Female","3680","1418","5098"
"National","free state","Lejweleputswa DM","Private Health","Male","2948","1075","4023"
"National","free state","Lejweleputswa DM","Public Health","Female","13883","5239","19122"
"National","free state","Lejweleputswa DM","Public Health","Male","11920","3705","15625"
"National","free state","Mangaung MM","Private Health","Female","2923","1993","4916"
"National","free state","Mangaung MM","Private Health","Male","2416","1524","3940"
"National","free state","Mangaung MM","Public Health","Female","23105","13740","36845"
"National","free state","Mangaung MM","Public Health","Male","20676","11131","31807"
"National","free state","T Mofutsanyana DM","Private Health","Female","1802","1108","2910"
"National","free state","T Mofutsanyana DM","Private Health","Male","1555","900","2455"
"National","free state","T Mofutsanyana DM","Public Health","Female","26436","15285","41721"
