"vaccine_rollout_phase","province","district","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Amathole DM","Private Health","Female","155","36","191"
"National","eastern cape","Amathole DM","Private Health","Male","93","18","111"
"National","eastern cape","Amathole DM","Public Health","Female","14434","5570","20004"
"National","eastern cape","Amathole DM","Public Health","Male","12406","4566","16972"
"National","eastern cape","A Nzo DM","Public Health","Female","32709","17648","50357"
"National","eastern cape","A Nzo DM","Public Health","Male","29059","13776","42835"
"National","eastern cape","Buffalo City MM","Private Health","Female","2773","1132","3905"
"National","eastern cape","Buffalo City MM","Private Health","Male","2270","874","3144"
"National","eastern cape","Buffalo City MM","Public Health","Female","16391","9511","25902"
"National","eastern cape","Buffalo City MM","Public Health","Male","13032","6721","19753"
"National","eastern cape","C Hani DM","Private Health","Female","218","105","323"
"National","eastern cape","C Hani DM","Private Health","Male","153","73","226"
"National","eastern cape","C Hani DM","Public Health","Female","13631","3585","17216"
"National","eastern cape","C Hani DM","Public Health","Male","10993","2620","13613"
"National","eastern cape","Joe Gqabi DM","Private Health","Female","643","358","1001"
"National","eastern cape","Joe Gqabi DM","Private Health","Male","484","215","699"
"National","eastern cape","Joe Gqabi DM","Public Health","Female","7761","2702","10463"
"National","eastern cape","Joe Gqabi DM","Public Health","Male","6920","2179","9099"
"National","eastern cape","N Mandela Bay MM","Private Health","Female","3985","2009","5994"
"National","eastern cape","N Mandela Bay MM","Private Health","Male","3619","1687","5306"
"National","eastern cape","N Mandela Bay MM","Public Health","Female","15678","6456","22134"
"National","eastern cape","N Mandela Bay MM","Public Health","Male","12222","4585","16807"
"National","eastern cape","O Tambo DM","Private Health","Female","301","117","418"
"National","eastern cape","O Tambo DM","Private Health","Male","241","111","352"
"National","eastern cape","O Tambo DM","Public Health","Female","43448","17062","60510"
"National","eastern cape","O Tambo DM","Public Health","Male","36647","12826","49473"
"National","eastern cape","Sarah Baartman DM","Private Health","Female","1538","1063","2601"
"National","eastern cape","Sarah Baartman DM","Private Health","Male","1334","803","2137"
"National","eastern cape","Sarah Baartman DM","Public Health","Female","9531","5341","14872"
"National","eastern cape","Sarah Baartman DM","Public Health","Male","8012","3993","12005"
"National","free state","Fezile Dabi DM","Private Health","Female","469","339","808"
"National","free state","Fezile Dabi DM","Private Health","Male","442","279","721"
"National","free state","Fezile Dabi DM","Public Health","Female","13025","4993","18018"
"National","free state","Fezile Dabi DM","Public Health","Male","10709","3628","14337"
"National","free state","Lejweleputswa DM","Private Health","Female","3689","1419","5108"
"National","free state","Lejweleputswa DM","Private Health","Male","2950","1075","4025"
"National","free state","Lejweleputswa DM","Public Health","Female","13888","5237","19125"
"National","free state","Lejweleputswa DM","Public Health","Male","11917","3704","15621"
"National","free state","Mangaung MM","Private Health","Female","2927","1995","4922"
