"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","858093","0","147066","1005159"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","463329","0","90871","554200"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1413013","0","202005","1615018"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1153456","0","176486","1329942"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1047270","0","146046","1193316"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","809479","0","124200","933679"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","206832","0","33857","240689"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","691029","0","110526","801555"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","657670","0","109457","767127"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60871","0","24221","85092"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24395","0","12199","36594"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137549","0","65384","202933"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94503","0","40024","134527"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34187","0","17016","51203"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21920","0","7151","29071"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23476","0","8965","32441"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94614","0","61527","156141"
"Pfizer","National","eastern cape","Adults","1344817","1132910","239449","2717176"
"Pfizer","National","eastern cape","12-17 Years","289475","109248","0","398723"
"Pfizer","National","free state","12-17 Years","171691","79688","0","251379"
"Pfizer","National","free state","Adults","677232","595855","138690","1411777"
"Pfizer","National","gauteng","12-17 Years","391200","170550","15","561765"
"Pfizer","National","gauteng","Adults","3920889","3399365","671407","7991661"
"Pfizer","National","kwazulu-natal","Adults","1991009","1658377","330680","3980066"
"Pfizer","National","kwazulu-natal","12-17 Years","297405","132304","9","429718"
"Pfizer","National","limpopo","Adults","1047092","881447","172995","2101534"
"Pfizer","National","limpopo","12-17 Years","290136","96893","2","387031"
"Pfizer","National","mpumalanga","12-17 Years","148110","50176","0","198286"
"Pfizer","National","mpumalanga","Adults","576941","476161","106893","1159995"
"Pfizer","National","northern cape","12-17 Years","36447","14305","0","50752"
"Pfizer","National","northern cape","Adults","227446","194515","36071","458032"
"Pfizer","National","north west","12-17 Years","152737","52798","4","205539"
"Pfizer","National","north west","Adults","624759","540841","110803","1276403"
"Pfizer","National","western cape","12-17 Years","132602","53555","2","186159"
"Pfizer","National","western cape","Adults","2124819","1866890","485400","4477109"
