"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10305","5102","15407"
"National","eastern cape","Private Health","Male","8722","3969","12691"
"National","eastern cape","Public Health","Female","148172","58145","206317"
"National","eastern cape","Public Health","Male","122276","42032","164308"
"National","free state","Private Health","Female","9151","4603","13754"
"National","free state","Private Health","Male","7545","3551","11096"
"National","free state","Public Health","Female","83530","40819","124349"
"National","free state","Public Health","Male","71465","30715","102180"
"National","gauteng","Private Health","Female","53047","30246","83293"
"National","gauteng","Private Health","Male","48742","25971","74713"
"National","gauteng","Public Health","Female","161583","65870","227453"
"National","gauteng","Public Health","Male","127828","48463","176291"
"National","kwazulu-natal","Private Health","Female","16833","9571","26404"
"National","kwazulu-natal","Private Health","Male","15301","8207","23508"
"National","kwazulu-natal","Public Health","Female","157757","71345","229102"
"National","kwazulu-natal","Public Health","Male","107514","43181","150695"
"National","limpopo","Private Health","Female","11814","5260","17074"
"National","limpopo","Private Health","Male","9190","3663","12853"
"National","limpopo","Public Health","Female","144466","50376","194842"
"National","limpopo","Public Health","Male","124666","37594","162260"
"National","mpumalanga","Private Health","Female","3933","1707","5640"
"National","mpumalanga","Private Health","Male","3438","1522","4960"
"National","mpumalanga","Public Health","Female","77157","27761","104918"
"National","mpumalanga","Public Health","Male","63582","19186","82768"
"National","northern cape","Private Health","Female","2121","1045","3166"
"National","northern cape","Private Health","Male","1941","816","2757"
"National","northern cape","Public Health","Female","18141","7193","25334"
"National","northern cape","Public Health","Male","14244","5251","19495"
"National","north west","Private Health","Female","5161","2408","7569"
"National","north west","Private Health","Male","4666","2030","6696"
"National","north west","Public Health","Female","78129","27983","106112"
"National","north west","Public Health","Male","64781","20377","85158"
"National","western cape","Private Health","Female","23190","12663","35853"
"National","western cape","Private Health","Male","20988","10958","31946"
"National","western cape","Public Health","Female","48143","16440","64583"
"National","western cape","Public Health","Male","40281","13494","53775"
