"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10655","5046","15701"
"National","eastern cape","Private Health","Male","8912","3873","12785"
"National","eastern cape","Public Health","Female","141711","45657","187368"
"National","eastern cape","Public Health","Male","115247","31362","146609"
"National","free state","Private Health","Female","9241","4322","13563"
"National","free state","Private Health","Male","7495","3306","10801"
"National","free state","Public Health","Female","83484","37955","121439"
"National","free state","Public Health","Male","71189","28253","99442"
"National","gauteng","Private Health","Female","54144","29476","83620"
"National","gauteng","Private Health","Male","49410","25088","74498"
"National","gauteng","Public Health","Female","160950","62357","223307"
"National","gauteng","Public Health","Male","126944","45362","172306"
"National","kwazulu-natal","Private Health","Female","17469","9623","27092"
"National","kwazulu-natal","Private Health","Male","15773","8140","23913"
"National","kwazulu-natal","Public Health","Female","147640","56398","204038"
"National","kwazulu-natal","Public Health","Male","100041","33803","133844"
"National","limpopo","Private Health","Female","11656","4971","16627"
"National","limpopo","Private Health","Male","9026","3475","12501"
"National","limpopo","Public Health","Female","133867","42695","176562"
"National","limpopo","Public Health","Male","113861","31762","145623"
"National","mpumalanga","Private Health","Female","4016","1672","5688"
"National","mpumalanga","Private Health","Male","3515","1454","4969"
"National","mpumalanga","Public Health","Female","73796","22792","96588"
"National","mpumalanga","Public Health","Male","61094","16094","77188"
"National","northern cape","Private Health","Female","2142","1029","3171"
"National","northern cape","Private Health","Male","1960","772","2732"
"National","northern cape","Public Health","Female","15990","4760","20750"
"National","northern cape","Public Health","Male","12584","3571","16155"
"National","north west","Private Health","Female","5302","2399","7701"
"National","north west","Private Health","Male","4778","1996","6774"
"National","north west","Public Health","Female","78436","26505","104941"
"National","north west","Public Health","Male","64789","18873","83662"
"National","western cape","Private Health","Female","23733","12229","35962"
"National","western cape","Private Health","Male","21280","10484","31764"
"National","western cape","Public Health","Female","47038","15418","62456"
"National","western cape","Public Health","Male","39059","12548","51607"
