"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","95","0","151","246"
"Janssen Vaccines & Prevention B.V","free state","Adults","19","0","57","76"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","332","0","146","478"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","179","0","105","284"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","93","0","148","241"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","100","0","67","167"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","34","0","56","90"
"Janssen Vaccines & Prevention B.V","north west","Adults","48","0","59","107"
"Janssen Vaccines & Prevention B.V","western cape","Adults","89","0","50","139"
"Pfizer","eastern cape","12-17 Years","334","227","0","561"
"Pfizer","eastern cape","Adults","199","186","300","685"
"Pfizer","free state","12-17 Years","25","54","0","79"
"Pfizer","free state","Adults","39","94","112","245"
"Pfizer","gauteng","12-17 Years","29","33","0","62"
"Pfizer","gauteng","Adults","172","201","183","556"
"Pfizer","kwazulu-natal","12-17 Years","24","69","0","93"
"Pfizer","kwazulu-natal","Adults","157","142","160","459"
"Pfizer","limpopo","12-17 Years","57","106","0","163"
"Pfizer","limpopo","Adults","68","79","98","245"
"Pfizer","mpumalanga","12-17 Years","115","109","0","224"
"Pfizer","mpumalanga","Adults","49","80","32","161"
"Pfizer","northern cape","12-17 Years","9","24","0","33"
"Pfizer","northern cape","Adults","54","21","26","101"
"Pfizer","north west","12-17 Years","8","7","0","15"
"Pfizer","north west","Adults","53","49","46","148"
"Pfizer","western cape","12-17 Years","24","86","0","110"
"Pfizer","western cape","Adults","75","70","75","220"
