"vaccine_rollout_phase","province","district","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Amathole DM","Private Health","Female","154","36","190"
"National","eastern cape","Amathole DM","Private Health","Male","93","18","111"
"National","eastern cape","Amathole DM","Public Health","Female","14458","5576","20034"
"National","eastern cape","Amathole DM","Public Health","Male","12428","4572","17000"
"National","eastern cape","A Nzo DM","Public Health","Female","32723","17633","50356"
"National","eastern cape","A Nzo DM","Public Health","Male","29084","13777","42861"
"National","eastern cape","Buffalo City MM","Private Health","Female","2780","1135","3915"
"National","eastern cape","Buffalo City MM","Private Health","Male","2271","877","3148"
"National","eastern cape","Buffalo City MM","Public Health","Female","16412","9520","25932"
"National","eastern cape","Buffalo City MM","Public Health","Male","13043","6722","19765"
"National","eastern cape","C Hani DM","Private Health","Female","219","106","325"
"National","eastern cape","C Hani DM","Private Health","Male","153","73","226"
"National","eastern cape","C Hani DM","Public Health","Female","13654","3589","17243"
"National","eastern cape","C Hani DM","Public Health","Male","11012","2622","13634"
"National","eastern cape","Joe Gqabi DM","Private Health","Female","646","359","1005"
"National","eastern cape","Joe Gqabi DM","Private Health","Male","485","215","700"
"National","eastern cape","Joe Gqabi DM","Public Health","Female","7776","2703","10479"
"National","eastern cape","Joe Gqabi DM","Public Health","Male","6934","2180","9114"
"National","eastern cape","N Mandela Bay MM","Private Health","Female","3997","2013","6010"
"National","eastern cape","N Mandela Bay MM","Private Health","Male","3629","1692","5321"
"National","eastern cape","N Mandela Bay MM","Public Health","Female","15713","6468","22181"
"National","eastern cape","N Mandela Bay MM","Public Health","Male","12241","4592","16833"
"National","eastern cape","O Tambo DM","Private Health","Female","301","117","418"
"National","eastern cape","O Tambo DM","Private Health","Male","241","111","352"
"National","eastern cape","O Tambo DM","Public Health","Female","43524","17074","60598"
"National","eastern cape","O Tambo DM","Public Health","Male","36709","12837","49546"
"National","eastern cape","Sarah Baartman DM","Private Health","Female","1542","1064","2606"
"National","eastern cape","Sarah Baartman DM","Private Health","Male","1341","806","2147"
"National","eastern cape","Sarah Baartman DM","Public Health","Female","9544","5346","14890"
"National","eastern cape","Sarah Baartman DM","Public Health","Male","8018","3997","12015"
"National","free state","Fezile Dabi DM","Private Health","Female","470","339","809"
"National","free state","Fezile Dabi DM","Private Health","Male","443","279","722"
"National","free state","Fezile Dabi DM","Public Health","Female","13056","5000","18056"
"National","free state","Fezile Dabi DM","Public Health","Male","10723","3632","14355"
"National","free state","Lejweleputswa DM","Private Health","Female","3697","1422","5119"
"National","free state","Lejweleputswa DM","Private Health","Male","2959","1077","4036"
"National","free state","Lejweleputswa DM","Public Health","Female","13912","5246","19158"
"National","free state","Lejweleputswa DM","Public Health","Male","11947","3710","15657"
"National","free state","Mangaung MM","Private Health","Female","2934","1999","4933"
"National","free state","Mangaung MM","Private Health","Male","2422","1528","3950"
"National","free state","Mangaung MM","Public Health","Female","23181","13776","36957"
"National","free state","Mangaung MM","Public Health","Male","20726","11144","31870"
"National","free state","T Mofutsanyana DM","Private Health","Female","1813","1110","2923"
"National","free state","T Mofutsanyana DM","Private Health","Male","1561","903","2464"
"National","free state","T Mofutsanyana DM","Public Health","Female","26506","15309","41815"
"National","free state","T Mofutsanyana DM","Public Health","Male","22819","11587","34406"
"National","free state","Xhariep DM","Public Health","Female","4201","1185","5386"
"National","free state","Xhariep DM","Public Health","Male","3451","813","4264"
"National","gauteng","Ekurhuleni MM","Private Health","Female","10620","6476","17096"
"National","gauteng","Ekurhuleni MM","Private Health","Male","9778","5541","15319"
"National","gauteng","Ekurhuleni MM","Public Health","Female","40378","15198","55576"
"National","gauteng","Ekurhuleni MM","Public Health","Male","32057","11149","43206"
"National","gauteng","Johannesburg MM","Private Health","Female","24964","13499","38463"
"National","gauteng","Johannesburg MM","Private Health","Male","22818","11765","34583"
"National","gauteng","Johannesburg MM","Public Health","Female","45784","16696","62480"
"National","gauteng","Johannesburg MM","Public Health","Male","37168","13109","50277"
"National","gauteng","Sedibeng DM","Private Health","Female","1559","993","2552"
"National","gauteng","Sedibeng DM","Private Health","Male","1388","671","2059"
"National","gauteng","Sedibeng DM","Public Health","Female","13585","5820","19405"
"National","gauteng","Sedibeng DM","Public Health","Male","10737","4500","15237"
"National","gauteng","Tshwane MM","Private Health","Female","11236","6482","17718"
"National","gauteng","Tshwane MM","Private Health","Male","10727","5904","16631"
"National","gauteng","Tshwane MM","Public Health","Female","39619","18566","58185"
"National","gauteng","Tshwane MM","Public Health","Male","30735","13105","43840"
"National","gauteng","West Rand DM","Private Health","Female","2141","1483","3624"
"National","gauteng","West Rand DM","Private Health","Male","1783","1208","2991"
"National","gauteng","West Rand DM","Public Health","Female","17270","8760","26030"
"National","gauteng","West Rand DM","Public Health","Male","14151","6555","20706"
"National","kwazulu-natal","Amajuba DM","Private Health","Female","209","70","279"
"National","kwazulu-natal","Amajuba DM","Private Health","Male","178","54","232"
"National","kwazulu-natal","Amajuba DM","Public Health","Female","6452","2801","9253"
"National","kwazulu-natal","Amajuba DM","Public Health","Male","4181","1746","5927"
"National","kwazulu-natal","eThekwini MM","Private Health","Female","11548","6801","18349"
"National","kwazulu-natal","eThekwini MM","Private Health","Male","10789","6052","16841"
"National","kwazulu-natal","eThekwini MM","Public Health","Female","14359","5531","19890"
"National","kwazulu-natal","eThekwini MM","Public Health","Male","11712","4436","16148"
"National","kwazulu-natal","Harry Gwala DM","Private Health","Female","346","158","504"
"National","kwazulu-natal","Harry Gwala DM","Private Health","Male","337","132","469"
"National","kwazulu-natal","Harry Gwala DM","Public Health","Female","12851","7700","20551"
"National","kwazulu-natal","Harry Gwala DM","Public Health","Male","10061","5590","15651"
"National","kwazulu-natal","iLembe DM","Private Health","Female","527","322","849"
"National","kwazulu-natal","iLembe DM","Private Health","Male","472","273","745"
"National","kwazulu-natal","iLembe DM","Public Health","Female","8221","4092","12313"
"National","kwazulu-natal","iLembe DM","Public Health","Male","4857","2189","7046"
"National","kwazulu-natal","King Cetshwayo DM","Private Health","Female","323","129","452"
"National","kwazulu-natal","King Cetshwayo DM","Private Health","Male","302","91","393"
"National","kwazulu-natal","King Cetshwayo DM","Public Health","Female","12181","4987","17168"
"National","kwazulu-natal","King Cetshwayo DM","Public Health","Male","7946","3052","10998"
"National","kwazulu-natal","Ugu DM","Private Health","Female","879","544","1423"
"National","kwazulu-natal","Ugu DM","Private Health","Male","701","412","1113"
"National","kwazulu-natal","Ugu DM","Public Health","Female","12209","5090","17299"
"National","kwazulu-natal","Ugu DM","Public Health","Male","7896","2745","10641"
"National","kwazulu-natal","uMgungundlovu DM","Private Health","Female","1579","819","2398"
"National","kwazulu-natal","uMgungundlovu DM","Private Health","Male","1465","746","2211"
"National","kwazulu-natal","uMgungundlovu DM","Public Health","Female","12462","4977","17439"
"National","kwazulu-natal","uMgungundlovu DM","Public Health","Male","8729","3087","11816"
"National","kwazulu-natal","Umkhanyakude DM","Private Health","Female","21","5","26"
"National","kwazulu-natal","Umkhanyakude DM","Private Health","Male","23","6","29"
"National","kwazulu-natal","Umkhanyakude DM","Public Health","Female","20197","10235","30432"
"National","kwazulu-natal","Umkhanyakude DM","Public Health","Male","12800","5390","18190"
"National","kwazulu-natal","Umzinyathi DM","Private Health","Female","56","18","74"
"National","kwazulu-natal","Umzinyathi DM","Private Health","Male","33","13","46"
"National","kwazulu-natal","Umzinyathi DM","Public Health","Female","14655","6284","20939"
"National","kwazulu-natal","Umzinyathi DM","Public Health","Male","9051","3434","12485"
"National","kwazulu-natal","Uthukela DM","Private Health","Female","273","117","390"
"National","kwazulu-natal","Uthukela DM","Private Health","Male","180","75","255"
"National","kwazulu-natal","Uthukela DM","Public Health","Female","15015","6784","21799"
"National","kwazulu-natal","Uthukela DM","Public Health","Male","10171","3992","14163"
"National","kwazulu-natal","Zululand DM","Private Health","Female","57","7","64"
"National","kwazulu-natal","Zululand DM","Private Health","Male","45","4","49"
"National","kwazulu-natal","Zululand DM","Public Health","Female","23754","12668","36422"
"National","kwazulu-natal","Zululand DM","Public Health","Male","17109","8047","25156"
"National","limpopo","Capricorn DM","Private Health","Female","2546","1370","3916"
"National","limpopo","Capricorn DM","Private Health","Male","2083","1026","3109"
"National","limpopo","Capricorn DM","Public Health","Female","34987","14314","49301"
"National","limpopo","Capricorn DM","Public Health","Male","30024","10865","40889"
"National","limpopo","Mopani DM","Private Health","Female","945","471","1416"
"National","limpopo","Mopani DM","Private Health","Male","833","398","1231"
"National","limpopo","Mopani DM","Public Health","Female","36243","12584","48827"
"National","limpopo","Mopani DM","Public Health","Male","29825","9078","38903"
"National","limpopo","Sekhukhune DM","Private Health","Female","888","469","1357"
"National","limpopo","Sekhukhune DM","Private Health","Male","891","368","1259"
"National","limpopo","Sekhukhune DM","Public Health","Female","25389","9555","34944"
