"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","865526","0","157212","1022738"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","465335","0","96191","561526"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1440242","0","216920","1657162"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1166734","0","186148","1352882"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1058356","0","161960","1220316"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","819173","0","134056","953229"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","209024","0","35855","244879"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","696803","0","119016","815819"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","665352","0","114301","779653"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60873","0","24222","85095"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24396","0","12198","36594"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137615","0","65389","203004"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94510","0","40023","134533"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34192","0","17016","51208"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21989","0","7152","29141"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23484","0","8966","32450"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94622","0","61527","156149"
"Pfizer","National","eastern cape","Adults","1373444","1155752","262804","2792000"
"Pfizer","National","eastern cape","12-17 Years","301125","127830","0","428955"
"Pfizer","National","free state","12-17 Years","166821","80059","0","246880"
"Pfizer","National","free state","Adults","688396","604396","146698","1439490"
"Pfizer","National","gauteng","12-17 Years","378498","167480","28","546006"
"Pfizer","National","gauteng","Adults","3963248","3433733","697487","8094468"
"Pfizer","National","kwazulu-natal","Adults","2018999","1679052","342348","4040399"
"Pfizer","National","kwazulu-natal","12-17 Years","287212","131705","12","418929"
"Pfizer","National","limpopo","Adults","1067905","894392","183501","2145798"
"Pfizer","National","limpopo","12-17 Years","290745","102151","2","392898"
"Pfizer","National","mpumalanga","12-17 Years","147303","56016","1","203320"
"Pfizer","National","mpumalanga","Adults","589419","484845","110977","1185241"
"Pfizer","National","northern cape","12-17 Years","37412","15967","0","53379"
"Pfizer","National","northern cape","Adults","231104","197119","37850","466073"
"Pfizer","National","north west","12-17 Years","147899","52337","4","200240"
"Pfizer","National","north west","Adults","635077","547763","116644","1299484"
"Pfizer","National","western cape","12-17 Years","128913","54610","3","183526"
"Pfizer","National","western cape","Adults","2141108","1879614","498041","4518763"
