"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","860530","0","151230","1011760"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","464361","0","93684","558045"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1423215","0","208005","1631220"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1159110","0","180762","1339872"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1051432","0","152291","1203723"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","813878","0","128056","941934"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","207561","0","34547","242108"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","693008","0","113506","806514"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","660828","0","111736","772564"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60873","0","24221","85094"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24396","0","12198","36594"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137580","0","65388","202968"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94506","0","40023","134529"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34187","0","17016","51203"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21924","0","7151","29075"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23479","0","8965","32444"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94615","0","61527","156142"
"Pfizer","National","eastern cape","Adults","1356791","1142429","248959","2748179"
"Pfizer","National","eastern cape","12-17 Years","294098","117467","0","411565"
"Pfizer","National","free state","12-17 Years","169778","79951","0","249729"
"Pfizer","National","free state","Adults","682628","600132","142956","1425716"
"Pfizer","National","gauteng","12-17 Years","385475","169532","18","555025"
"Pfizer","National","gauteng","Adults","3939966","3415744","683134","8038844"
"Pfizer","National","kwazulu-natal","Adults","2004487","1668669","336929","4010085"
"Pfizer","National","kwazulu-natal","12-17 Years","292910","133328","9","426247"
"Pfizer","National","limpopo","Adults","1055947","886679","176783","2119409"
"Pfizer","National","limpopo","12-17 Years","289371","99783","2","389156"
"Pfizer","National","mpumalanga","12-17 Years","147926","53607","0","201533"
"Pfizer","National","mpumalanga","Adults","582689","480038","108545","1171272"
"Pfizer","National","northern cape","12-17 Years","36433","14998","0","51431"
"Pfizer","National","northern cape","Adults","228927","195484","36678","461089"
"Pfizer","National","north west","12-17 Years","150234","52487","4","202725"
"Pfizer","National","north west","Adults","628885","543467","112814","1285166"
"Pfizer","National","western cape","12-17 Years","131437","54159","3","185599"
"Pfizer","National","western cape","Adults","2132144","1873240","491596","4496980"
