"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","66","0","100","166"
"Janssen Vaccines & Prevention B.V","free state","Adults","36","0","89","125"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","236","0","175","411"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","122","0","118","240"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","191","0","251","442"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","154","0","146","300"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","7","0","6","13"
"Janssen Vaccines & Prevention B.V","north west","Adults","64","0","66","130"
"Janssen Vaccines & Prevention B.V","western cape","Adults","62","0","57","119"
"Pfizer","eastern cape","12-17 Years","420","549","0","969"
"Pfizer","eastern cape","Adults","187","226","262","675"
"Pfizer","free state","12-17 Years","41","49","0","90"
"Pfizer","free state","Adults","60","126","185","371"
"Pfizer","gauteng","12-17 Years","115","85","0","200"
"Pfizer","gauteng","Adults","304","379","425","1108"
"Pfizer","kwazulu-natal","12-17 Years","130","170","0","300"
"Pfizer","kwazulu-natal","Adults","113","152","160","425"
"Pfizer","limpopo","12-17 Years","196","162","0","358"
"Pfizer","limpopo","Adults","120","111","103","334"
"Pfizer","mpumalanga","12-17 Years","114","213","0","327"
"Pfizer","mpumalanga","Adults","89","124","40","253"
"Pfizer","northern cape","12-17 Years","23","15","0","38"
"Pfizer","northern cape","Adults","40","24","12","76"
"Pfizer","north west","12-17 Years","4","38","0","42"
"Pfizer","north west","Adults","23","33","37","93"
"Pfizer","western cape","12-17 Years","73","36","0","109"
"Pfizer","western cape","Adults","89","107","157","353"
