"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","866064","0","157985","1024049"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","465511","0","96533","562044"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1443051","0","218426","1661477"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1167869","0","187019","1354888"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1059074","0","162895","1221969"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","820062","0","135193","955255"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","209182","0","36085","245267"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","697414","0","120034","817448"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","666224","0","115018","781242"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60873","0","24222","85095"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24396","0","12198","36594"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137625","0","65389","203014"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94511","0","40023","134534"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34195","0","17016","51211"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21989","0","7152","29141"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23485","0","8966","32451"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94622","0","61527","156149"
"Pfizer","National","eastern cape","Adults","1376820","1157167","265444","2799431"
"Pfizer","National","eastern cape","12-17 Years","299604","127442","0","427046"
"Pfizer","National","free state","12-17 Years","165780","79705","0","245485"
"Pfizer","National","free state","Adults","689664","604972","147160","1441796"
"Pfizer","National","gauteng","12-17 Years","376388","166808","29","543225"
"Pfizer","National","gauteng","Adults","3968472","3436949","700228","8105649"
"Pfizer","National","kwazulu-natal","Adults","2021659","1680587","343128","4045374"
"Pfizer","National","kwazulu-natal","12-17 Years","285449","131054","13","416516"
"Pfizer","National","limpopo","Adults","1070460","895366","184377","2150203"
"Pfizer","National","limpopo","12-17 Years","289332","101803","2","391137"
"Pfizer","National","mpumalanga","12-17 Years","146465","55922","3","202390"
"Pfizer","National","mpumalanga","Adults","590687","485469","111461","1187617"
"Pfizer","National","northern cape","12-17 Years","37252","15940","0","53192"
"Pfizer","National","northern cape","Adults","231490","197315","38021","466826"
"Pfizer","National","north west","12-17 Years","147144","52194","4","199342"
"Pfizer","National","north west","Adults","636522","548479","117348","1302349"
"Pfizer","National","western cape","12-17 Years","127908","54275","3","182186"
"Pfizer","National","western cape","Adults","2143152","1880773","499687","4523612"
