"vaccine_rollout_phase","province","district","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Amathole DM","Private Health","Female","154","36","190"
"National","eastern cape","Amathole DM","Private Health","Male","92","18","110"
"National","eastern cape","Amathole DM","Public Health","Female","14385","5564","19949"
"National","eastern cape","Amathole DM","Public Health","Male","12375","4566","16941"
"National","eastern cape","A Nzo DM","Public Health","Female","32604","17614","50218"
"National","eastern cape","A Nzo DM","Public Health","Male","28958","13755","42713"
"National","eastern cape","Buffalo City MM","Private Health","Female","2760","1131","3891"
"National","eastern cape","Buffalo City MM","Private Health","Male","2253","870","3123"
"National","eastern cape","Buffalo City MM","Public Health","Female","16316","9464","25780"
"National","eastern cape","Buffalo City MM","Public Health","Male","12974","6712","19686"
"National","eastern cape","C Hani DM","Private Health","Female","217","104","321"
"National","eastern cape","C Hani DM","Private Health","Male","153","73","226"
"National","eastern cape","C Hani DM","Public Health","Female","13560","3571","17131"
"National","eastern cape","C Hani DM","Public Health","Male","10934","2612","13546"
"National","eastern cape","Joe Gqabi DM","Private Health","Female","641","357","998"
"National","eastern cape","Joe Gqabi DM","Private Health","Male","479","215","694"
"National","eastern cape","Joe Gqabi DM","Public Health","Female","7731","2695","10426"
"National","eastern cape","Joe Gqabi DM","Public Health","Male","6888","2174","9062"
"National","eastern cape","N Mandela Bay MM","Private Health","Female","3964","2000","5964"
"National","eastern cape","N Mandela Bay MM","Private Health","Male","3595","1676","5271"
"National","eastern cape","N Mandela Bay MM","Public Health","Female","15615","6435","22050"
"National","eastern cape","N Mandela Bay MM","Public Health","Male","12181","4574","16755"
"National","eastern cape","O Tambo DM","Private Health","Female","300","115","415"
"National","eastern cape","O Tambo DM","Private Health","Male","238","111","349"
"National","eastern cape","O Tambo DM","Public Health","Female","43345","17044","60389"
"National","eastern cape","O Tambo DM","Public Health","Male","36551","12795","49346"
"National","eastern cape","Sarah Baartman DM","Private Health","Female","1527","1057","2584"
"National","eastern cape","Sarah Baartman DM","Private Health","Male","1332","801","2133"
"National","eastern cape","Sarah Baartman DM","Public Health","Female","9495","5320","14815"
"National","eastern cape","Sarah Baartman DM","Public Health","Male","7987","3983","11970"
"National","free state","Fezile Dabi DM","Private Health","Female","467","338","805"
"National","free state","Fezile Dabi DM","Private Health","Male","434","274","708"
"National","free state","Fezile Dabi DM","Public Health","Female","12964","4977","17941"
"National","free state","Fezile Dabi DM","Public Health","Male","10663","3614","14277"
"National","free state","Lejweleputswa DM","Private Health","Female","3662","1413","5075"
"National","free state","Lejweleputswa DM","Private Health","Male","2936","1071","4007"
"National","free state","Lejweleputswa DM","Public Health","Female","13845","5220","19065"
"National","free state","Lejweleputswa DM","Public Health","Male","11890","3699","15589"
"National","free state","Mangaung MM","Private Health","Female","2911","1989","4900"
"National","free state","Mangaung MM","Private Health","Male","2404","1518","3922"
"National","free state","Mangaung MM","Public Health","Female","23029","13710","36739"
"National","free state","Mangaung MM","Public Health","Male","20621","11107","31728"
"National","free state","T Mofutsanyana DM","Private Health","Female","1795","1103","2898"
"National","free state","T Mofutsanyana DM","Private Health","Male","1551","898","2449"
"National","free state","T Mofutsanyana DM","Public Health","Female","26341","15250","41591"
"National","free state","T Mofutsanyana DM","Public Health","Male","22668","11541","34209"
"National","free state","Xhariep DM","Public Health","Female","4172","1179","5351"
"National","free state","Xhariep DM","Public Health","Male","3427","804","4231"
"National","gauteng","Ekurhuleni MM","Private Health","Female","10533","6427","16960"
"National","gauteng","Ekurhuleni MM","Private Health","Male","9731","5520","15251"
"National","gauteng","Ekurhuleni MM","Public Health","Female","40140","15136","55276"
"National","gauteng","Ekurhuleni MM","Public Health","Male","31919","11119","43038"
"National","gauteng","Johannesburg MM","Private Health","Female","24763","13413","38176"
"National","gauteng","Johannesburg MM","Private Health","Male","22675","11701","34376"
"National","gauteng","Johannesburg MM","Public Health","Female","45542","16658","62200"
"National","gauteng","Johannesburg MM","Public Health","Male","37002","13077","50079"
"National","gauteng","Sedibeng DM","Private Health","Female","1553","987","2540"
"National","gauteng","Sedibeng DM","Private Health","Male","1378","667","2045"
"National","gauteng","Sedibeng DM","Public Health","Female","13501","5779","19280"
"National","gauteng","Sedibeng DM","Public Health","Male","10686","4482","15168"
"National","gauteng","Tshwane MM","Private Health","Female","11152","6450","17602"
"National","gauteng","Tshwane MM","Private Health","Male","10657","5877","16534"
"National","gauteng","Tshwane MM","Public Health","Female","39405","18503","57908"
"National","gauteng","Tshwane MM","Public Health","Male","30600","13096","43696"
"National","gauteng","West Rand DM","Private Health","Female","2124","1474","3598"
"National","gauteng","West Rand DM","Private Health","Male","1773","1201","2974"
"National","gauteng","West Rand DM","Public Health","Female","17179","8709","25888"
"National","gauteng","West Rand DM","Public Health","Male","14075","6532","20607"
"National","kwazulu-natal","Amajuba DM","Private Health","Female","206","70","276"
"National","kwazulu-natal","Amajuba DM","Private Health","Male","177","53","230"
"National","kwazulu-natal","Amajuba DM","Public Health","Female","6410","2787","9197"
"National","kwazulu-natal","Amajuba DM","Public Health","Male","4162","1738","5900"
"National","kwazulu-natal","eThekwini MM","Private Health","Female","11449","6757","18206"
"National","kwazulu-natal","eThekwini MM","Private Health","Male","10707","6009","16716"
"National","kwazulu-natal","eThekwini MM","Public Health","Female","14298","5514","19812"
"National","kwazulu-natal","eThekwini MM","Public Health","Male","11646","4427","16073"
"National","kwazulu-natal","Harry Gwala DM","Private Health","Female","342","157","499"
"National","kwazulu-natal","Harry Gwala DM","Private Health","Male","332","130","462"
"National","kwazulu-natal","Harry Gwala DM","Public Health","Female","12779","7666","20445"
"National","kwazulu-natal","Harry Gwala DM","Public Health","Male","10020","5574","15594"
"National","kwazulu-natal","iLembe DM","Private Health","Female","524","317","841"
"National","kwazulu-natal","iLembe DM","Private Health","Male","469","274","743"
"National","kwazulu-natal","iLembe DM","Public Health","Female","8159","4057","12216"
"National","kwazulu-natal","iLembe DM","Public Health","Male","4825","2178","7003"
"National","kwazulu-natal","King Cetshwayo DM","Private Health","Female","318","127","445"
"National","kwazulu-natal","King Cetshwayo DM","Private Health","Male","300","88","388"
"National","kwazulu-natal","King Cetshwayo DM","Public Health","Female","12117","4966","17083"
"National","kwazulu-natal","King Cetshwayo DM","Public Health","Male","7912","3038","10950"
"National","kwazulu-natal","Ugu DM","Private Health","Female","868","539","1407"
"National","kwazulu-natal","Ugu DM","Private Health","Male","695","410","1105"
"National","kwazulu-natal","Ugu DM","Public Health","Female","12125","5057","17182"
