"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","893812"
"Janssen Vaccines & Prevention B.V","free state","Adults","476067"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1488583"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1196940"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1054972"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","789842"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","209641"
"Janssen Vaccines & Prevention B.V","north west","Adults","698842"
"Janssen Vaccines & Prevention B.V","western cape","Adults","733944"
"Pfizer","eastern cape","12-17 Years","63762"
"Pfizer","eastern cape","Adults","1088091"
"Pfizer","free state","12-17 Years","63902"
"Pfizer","free state","Adults","571763"
"Pfizer","gauteng","12-17 Years","143576"
"Pfizer","gauteng","Adults","3296593"
"Pfizer","kwazulu-natal","12-17 Years","82813"
"Pfizer","kwazulu-natal","Adults","1578357"
"Pfizer","limpopo","12-17 Years","67357"
"Pfizer","limpopo","Adults","850557"
"Pfizer","mpumalanga","12-17 Years","33406"
"Pfizer","mpumalanga","Adults","451948"
"Pfizer","northern cape","12-17 Years","7872"
"Pfizer","northern cape","Adults","186204"
"Pfizer","north west","12-17 Years","42600"
"Pfizer","north west","Adults","523092"
"Pfizer","western cape","12-17 Years","48746"
"Pfizer","western cape","Adults","1829545"
