"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","66","0","112","178"
"Janssen Vaccines & Prevention B.V","free state","Adults","33","0","61","94"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","320","0","133","453"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","127","0","122","249"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","173","0","140","313"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","93","0","74","167"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","18","0","33","51"
"Janssen Vaccines & Prevention B.V","north west","Adults","47","0","119","166"
"Janssen Vaccines & Prevention B.V","western cape","Adults","80","0","47","127"
"Pfizer","eastern cape","12-17 Years","109","178","0","287"
"Pfizer","eastern cape","Adults","54","113","128","295"
"Pfizer","free state","12-17 Years","99","23","0","122"
"Pfizer","free state","Adults","66","113","152","331"
"Pfizer","gauteng","12-17 Years","41","43","0","84"
"Pfizer","gauteng","Adults","243","256","236","735"
"Pfizer","kwazulu-natal","12-17 Years","26","99","0","125"
"Pfizer","kwazulu-natal","Adults","125","166","147","438"
"Pfizer","limpopo","12-17 Years","182","186","0","368"
"Pfizer","limpopo","Adults","93","76","87","256"
"Pfizer","mpumalanga","12-17 Years","70","82","0","152"
"Pfizer","mpumalanga","Adults","30","34","35","99"
"Pfizer","northern cape","12-17 Years","5","2","0","7"
"Pfizer","northern cape","Adults","17","17","22","56"
"Pfizer","north west","12-17 Years","11","3","0","14"
"Pfizer","north west","Adults","41","51","48","140"
"Pfizer","western cape","12-17 Years","123","30","0","153"
"Pfizer","western cape","Adults","98","79","117","294"
