"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","66"
"Janssen Vaccines & Prevention B.V","free state","Adults","33"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","320"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","127"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","173"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","93"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","18"
"Janssen Vaccines & Prevention B.V","north west","Adults","47"
"Janssen Vaccines & Prevention B.V","western cape","Adults","80"
"Pfizer","eastern cape","12-17 Years","178"
"Pfizer","eastern cape","Adults","113"
"Pfizer","free state","12-17 Years","23"
"Pfizer","free state","Adults","113"
"Pfizer","gauteng","12-17 Years","43"
"Pfizer","gauteng","Adults","256"
"Pfizer","kwazulu-natal","12-17 Years","99"
"Pfizer","kwazulu-natal","Adults","166"
"Pfizer","limpopo","12-17 Years","186"
"Pfizer","limpopo","Adults","76"
"Pfizer","mpumalanga","12-17 Years","82"
"Pfizer","mpumalanga","Adults","34"
"Pfizer","northern cape","12-17 Years","2"
"Pfizer","northern cape","Adults","17"
"Pfizer","north west","12-17 Years","3"
"Pfizer","north west","Adults","51"
"Pfizer","western cape","12-17 Years","30"
"Pfizer","western cape","Adults","79"
