"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","7"
"Janssen Vaccines & Prevention B.V","free state","Adults","0"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","38"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","23"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","11"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","10"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","0"
"Janssen Vaccines & Prevention B.V","north west","Adults","64"
"Janssen Vaccines & Prevention B.V","western cape","Adults","4"
"Pfizer","eastern cape","12-17 Years","8"
"Pfizer","eastern cape","Adults","62"
"Pfizer","free state","12-17 Years","0"
"Pfizer","free state","Adults","0"
"Pfizer","gauteng","12-17 Years","14"
"Pfizer","gauteng","Adults","66"
"Pfizer","kwazulu-natal","12-17 Years","16"
"Pfizer","kwazulu-natal","Adults","32"
"Pfizer","limpopo","12-17 Years","4"
"Pfizer","limpopo","Adults","8"
"Pfizer","mpumalanga","12-17 Years","16"
"Pfizer","mpumalanga","Adults","4"
"Pfizer","north west","12-17 Years","17"
"Pfizer","north west","Adults","46"
"Pfizer","western cape","12-17 Years","1"
"Pfizer","western cape","Adults","1"
