"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","7","0","64","71"
"Janssen Vaccines & Prevention B.V","free state","Adults","0","0","9","9"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","38","0","37","75"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","23","0","52","75"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","11","0","7","18"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","10","0","9","19"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","0","0","1","1"
"Janssen Vaccines & Prevention B.V","north west","Adults","64","0","163","227"
"Janssen Vaccines & Prevention B.V","western cape","Adults","4","0","0","4"
"Pfizer","eastern cape","12-17 Years","3","8","0","11"
"Pfizer","eastern cape","Adults","14","62","109","185"
"Pfizer","free state","12-17 Years","21","0","0","21"
"Pfizer","free state","Adults","0","0","2","2"
"Pfizer","gauteng","12-17 Years","7","14","0","21"
"Pfizer","gauteng","Adults","48","66","109","223"
"Pfizer","kwazulu-natal","12-17 Years","5","16","0","21"
"Pfizer","kwazulu-natal","Adults","14","32","41","87"
"Pfizer","limpopo","12-17 Years","3","4","0","7"
"Pfizer","limpopo","Adults","9","8","4","21"
"Pfizer","mpumalanga","12-17 Years","4","16","0","20"
"Pfizer","mpumalanga","Adults","0","4","5","9"
"Pfizer","north west","12-17 Years","20","17","0","37"
"Pfizer","north west","Adults","33","46","47","126"
"Pfizer","western cape","12-17 Years","1","1","0","2"
"Pfizer","western cape","Adults","4","1","5","10"
