"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","571"
"Janssen Vaccines & Prevention B.V","free state","Adults","241"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1134"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","747"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","636"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","657"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","141"
"Janssen Vaccines & Prevention B.V","north west","Adults","299"
"Janssen Vaccines & Prevention B.V","western cape","Adults","281"
"Pfizer","eastern cape","12-17 Years","1303"
"Pfizer","eastern cape","Adults","690"
"Pfizer","free state","12-17 Years","681"
"Pfizer","free state","Adults","323"
"Pfizer","gauteng","12-17 Years","1262"
"Pfizer","gauteng","Adults","1665"
"Pfizer","kwazulu-natal","12-17 Years","852"
"Pfizer","kwazulu-natal","Adults","911"
"Pfizer","limpopo","12-17 Years","908"
"Pfizer","limpopo","Adults","519"
"Pfizer","mpumalanga","12-17 Years","381"
"Pfizer","mpumalanga","Adults","288"
"Pfizer","northern cape","12-17 Years","141"
"Pfizer","northern cape","Adults","97"
"Pfizer","north west","12-17 Years","300"
"Pfizer","north west","Adults","268"
"Pfizer","western cape","12-17 Years","95"
"Pfizer","western cape","Adults","521"
