"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","571","0","1064","1635"
"Janssen Vaccines & Prevention B.V","free state","Adults","241","0","508","749"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1134","0","873","2007"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","747","0","831","1578"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","636","0","1174","1810"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","657","0","561","1218"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","141","0","270","411"
"Janssen Vaccines & Prevention B.V","north west","Adults","299","0","618","917"
"Janssen Vaccines & Prevention B.V","western cape","Adults","281","0","324","605"
"Pfizer","eastern cape","12-17 Years","2108","1303","0","3411"
"Pfizer","eastern cape","Adults","468","690","1228","2386"
"Pfizer","free state","12-17 Years","501","681","0","1182"
"Pfizer","free state","Adults","286","323","721","1330"
"Pfizer","gauteng","12-17 Years","1168","1262","0","2430"
"Pfizer","gauteng","Adults","1482","1665","2368","5515"
"Pfizer","kwazulu-natal","12-17 Years","1134","852","0","1986"
"Pfizer","kwazulu-natal","Adults","989","911","1202","3102"
"Pfizer","limpopo","12-17 Years","1308","908","0","2216"
"Pfizer","limpopo","Adults","387","519","1091","1997"
"Pfizer","mpumalanga","12-17 Years","567","381","0","948"
"Pfizer","mpumalanga","Adults","248","288","479","1015"
"Pfizer","northern cape","12-17 Years","347","141","0","488"
"Pfizer","northern cape","Adults","111","97","228","436"
"Pfizer","north west","12-17 Years","343","300","0","643"
"Pfizer","north west","Adults","231","268","474","973"
"Pfizer","western cape","12-17 Years","88","95","0","183"
"Pfizer","western cape","Adults","489","521","1599","2609"
