"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","107"
"Janssen Vaccines & Prevention B.V","free state","Adults","57"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","334"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","440"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","223"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","446"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","121"
"Janssen Vaccines & Prevention B.V","north west","Adults","79"
"Janssen Vaccines & Prevention B.V","western cape","Adults","125"
"Pfizer","eastern cape","12-17 Years","224"
"Pfizer","eastern cape","Adults","324"
"Pfizer","free state","12-17 Years","20"
"Pfizer","free state","Adults","225"
"Pfizer","gauteng","12-17 Years","47"
"Pfizer","gauteng","Adults","584"
"Pfizer","kwazulu-natal","12-17 Years","277"
"Pfizer","kwazulu-natal","Adults","522"
"Pfizer","limpopo","12-17 Years","115"
"Pfizer","limpopo","Adults","201"
"Pfizer","mpumalanga","12-17 Years","59"
"Pfizer","mpumalanga","Adults","269"
"Pfizer","northern cape","12-17 Years","73"
"Pfizer","northern cape","Adults","125"
"Pfizer","north west","12-17 Years","123"
"Pfizer","north west","Adults","99"
"Pfizer","western cape","12-17 Years","13"
"Pfizer","western cape","Adults","200"
