"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","913430"
"Janssen Vaccines & Prevention B.V","free state","Adults","485262"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1533719"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1232526"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1075474"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","818771"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","214068"
"Janssen Vaccines & Prevention B.V","north west","Adults","711147"
"Janssen Vaccines & Prevention B.V","western cape","Adults","747337"
"Pfizer","eastern cape","12-17 Years","95204"
"Pfizer","eastern cape","Adults","1116892"
"Pfizer","free state","12-17 Years","77570"
"Pfizer","free state","Adults","587579"
"Pfizer","gauteng","12-17 Years","169388"
"Pfizer","gauteng","Adults","3369995"
"Pfizer","kwazulu-natal","12-17 Years","120373"
"Pfizer","kwazulu-natal","Adults","1633600"
"Pfizer","limpopo","12-17 Years","91431"
"Pfizer","limpopo","Adults","871956"
"Pfizer","mpumalanga","12-17 Years","46229"
"Pfizer","mpumalanga","Adults","467329"
"Pfizer","northern cape","12-17 Years","11549"
"Pfizer","northern cape","Adults","191731"
"Pfizer","north west","12-17 Years","52471"
"Pfizer","north west","Adults","536265"
"Pfizer","western cape","12-17 Years","52340"
"Pfizer","western cape","Adults","1855470"
