"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10550","5132","15682"
"National","eastern cape","Private Health","Male","8896","3955","12851"
"National","eastern cape","Public Health","Female","144184","50693","194877"
"National","eastern cape","Public Health","Male","118207","35424","153631"
"National","free state","Private Health","Female","9206","4575","13781"
"National","free state","Private Health","Male","7533","3488","11021"
"National","free state","Public Health","Female","83967","39770","123737"
"National","free state","Public Health","Male","71762","29737","101499"
"National","gauteng","Private Health","Female","53883","30144","84027"
"National","gauteng","Private Health","Male","49466","25809","75275"
"National","gauteng","Public Health","Female","163721","65480","229201"
"National","gauteng","Public Health","Male","129303","47955","177258"
"National","kwazulu-natal","Private Health","Female","17284","9705","26989"
"National","kwazulu-natal","Private Health","Male","15613","8239","23852"
"National","kwazulu-natal","Public Health","Female","156103","63653","219756"
"National","kwazulu-natal","Public Health","Male","106303","38776","145079"
"National","limpopo","Private Health","Female","11835","5136","16971"
"National","limpopo","Private Health","Male","9213","3581","12794"
"National","limpopo","Public Health","Female","141201","47298","188499"
"National","limpopo","Public Health","Male","122663","35416","158079"
"National","mpumalanga","Private Health","Female","4043","1722","5765"
"National","mpumalanga","Private Health","Male","3526","1506","5032"
"National","mpumalanga","Public Health","Female","75480","25334","100814"
"National","mpumalanga","Public Health","Male","62716","17667","80383"
"National","northern cape","Private Health","Female","2144","1066","3210"
"National","northern cape","Private Health","Male","1974","807","2781"
"National","northern cape","Public Health","Female","17044","5582","22626"
"National","northern cape","Public Health","Male","13335","4094","17429"
"National","north west","Private Health","Female","5275","2445","7720"
"National","north west","Private Health","Male","4759","2041","6800"
"National","north west","Public Health","Female","79156","27862","107018"
"National","north west","Public Health","Male","65539","20123","85662"
"National","western cape","Private Health","Female","23669","12630","36299"
"National","western cape","Private Health","Male","21318","10932","32250"
"National","western cape","Public Health","Female","47240","15832","63072"
"National","western cape","Public Health","Male","39388","12946","52334"
