"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","45"
"Janssen Vaccines & Prevention B.V","free state","Adults","12"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","317"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","123"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","145"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","94"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","33"
"Janssen Vaccines & Prevention B.V","north west","Adults","57"
"Janssen Vaccines & Prevention B.V","western cape","Adults","77"
"Pfizer","eastern cape","12-17 Years","354"
"Pfizer","eastern cape","Adults","148"
"Pfizer","free state","12-17 Years","17"
"Pfizer","free state","Adults","63"
"Pfizer","gauteng","12-17 Years","26"
"Pfizer","gauteng","Adults","288"
"Pfizer","kwazulu-natal","12-17 Years","25"
"Pfizer","kwazulu-natal","Adults","128"
"Pfizer","limpopo","12-17 Years","70"
"Pfizer","limpopo","Adults","89"
"Pfizer","mpumalanga","12-17 Years","161"
"Pfizer","mpumalanga","Adults","50"
"Pfizer","northern cape","12-17 Years","28"
"Pfizer","northern cape","Adults","19"
"Pfizer","north west","12-17 Years","14"
"Pfizer","north west","Adults","53"
"Pfizer","western cape","12-17 Years","33"
"Pfizer","western cape","Adults","80"
