"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","45","0","70","115"
"Janssen Vaccines & Prevention B.V","free state","Adults","12","0","32","44"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","317","0","155","472"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","123","0","75","198"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","145","0","184","329"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","94","0","95","189"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","33","0","17","50"
"Janssen Vaccines & Prevention B.V","north west","Adults","57","0","94","151"
"Janssen Vaccines & Prevention B.V","western cape","Adults","77","0","37","114"
"Pfizer","eastern cape","12-17 Years","366","354","0","720"
"Pfizer","eastern cape","Adults","169","148","152","469"
"Pfizer","free state","12-17 Years","25","17","0","42"
"Pfizer","free state","Adults","35","63","97","195"
"Pfizer","gauteng","12-17 Years","30","26","0","56"
"Pfizer","gauteng","Adults","258","288","298","844"
"Pfizer","kwazulu-natal","12-17 Years","59","25","0","84"
"Pfizer","kwazulu-natal","Adults","134","128","92","354"
"Pfizer","limpopo","12-17 Years","182","70","0","252"
"Pfizer","limpopo","Adults","109","89","126","324"
"Pfizer","mpumalanga","12-17 Years","128","161","0","289"
"Pfizer","mpumalanga","Adults","80","50","30","160"
"Pfizer","northern cape","12-17 Years","18","28","0","46"
"Pfizer","northern cape","Adults","21","19","16","56"
"Pfizer","north west","12-17 Years","7","14","0","21"
"Pfizer","north west","Adults","41","53","67","161"
"Pfizer","western cape","12-17 Years","58","33","0","91"
"Pfizer","western cape","Adults","102","80","123","305"
