"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","822957","0","79825","902782"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","446378","0","54587","500965"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1328555","0","136967","1465522"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1087394","0","107387","1194781"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1010154","0","81629","1091783"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","754578","0","68648","823226"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","198302","0","16709","215011"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","667427","0","71467","738894"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","632539","0","79591","712130"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60848","0","24220","85068"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24386","0","12199","36585"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137142","0","65354","202496"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94467","0","40019","134486"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34175","0","17016","51191"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21864","0","7150","29014"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9462","0","4455","13917"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23461","0","8964","32425"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94469","0","61526","155995"
"Pfizer","National","eastern cape","Adults","1295752","1075472","143085","2514309"
"Pfizer","National","eastern cape","12-17 Years","224484","45423","0","269907"
"Pfizer","National","free state","12-17 Years","154451","54057","0","208508"
"Pfizer","National","free state","Adults","649626","564182","88625","1302433"
"Pfizer","National","gauteng","12-17 Years","359314","125030","3","484347"
"Pfizer","National","gauteng","Adults","3795453","3252902","486886","7535241"
"Pfizer","National","kwazulu-natal","Adults","1893269","1554707","229886","3677862"
"Pfizer","National","kwazulu-natal","12-17 Years","227241","61958","4","289203"
"Pfizer","National","limpopo","Adults","1007749","839807","106035","1953591"
"Pfizer","National","limpopo","12-17 Years","221582","57201","0","278783"
"Pfizer","National","mpumalanga","12-17 Years","117857","27166","0","145023"
"Pfizer","National","mpumalanga","Adults","545911","445329","64557","1055797"
"Pfizer","National","northern cape","12-17 Years","23857","7286","0","31143"
"Pfizer","National","northern cape","Adults","216397","184243","21812","422452"
"Pfizer","National","north west","12-17 Years","138841","34984","0","173825"
"Pfizer","National","north west","Adults","601080","514925","74860","1190865"
"Pfizer","National","western cape","12-17 Years","129655","47017","1","176673"
"Pfizer","National","western cape","Adults","2079889","1815290","370591","4265770"
