"vaccine_rollout_phase","province","district","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Amathole DM","Private Health","Female","151","36","187"
"National","eastern cape","Amathole DM","Private Health","Male","93","18","111"
"National","eastern cape","Amathole DM","Public Health","Female","14521","5582","20103"
"National","eastern cape","Amathole DM","Public Health","Male","12468","4574","17042"
"National","eastern cape","A Nzo DM","Public Health","Female","32781","17480","50261"
"National","eastern cape","A Nzo DM","Public Health","Male","29029","13609","42638"
"National","eastern cape","Buffalo City MM","Private Health","Female","2805","1148","3953"
"National","eastern cape","Buffalo City MM","Private Health","Male","2288","885","3173"
"National","eastern cape","Buffalo City MM","Public Health","Female","16469","9530","25999"
"National","eastern cape","Buffalo City MM","Public Health","Male","13049","6704","19753"
"National","eastern cape","C Hani DM","Private Health","Female","219","106","325"
"National","eastern cape","C Hani DM","Private Health","Male","154","74","228"
"National","eastern cape","C Hani DM","Public Health","Female","13742","3600","17342"
"National","eastern cape","C Hani DM","Public Health","Male","11068","2627","13695"
"National","eastern cape","Joe Gqabi DM","Private Health","Female","649","360","1009"
"National","eastern cape","Joe Gqabi DM","Private Health","Male","488","215","703"
"National","eastern cape","Joe Gqabi DM","Public Health","Female","7806","2712","10518"
"National","eastern cape","Joe Gqabi DM","Public Health","Male","6974","2188","9162"
"National","eastern cape","N Mandela Bay MM","Private Health","Female","4020","2024","6044"
"National","eastern cape","N Mandela Bay MM","Private Health","Male","3650","1700","5350"
"National","eastern cape","N Mandela Bay MM","Public Health","Female","15795","6492","22287"
"National","eastern cape","N Mandela Bay MM","Public Health","Male","12287","4604","16891"
"National","eastern cape","O Tambo DM","Private Health","Female","307","119","426"
"National","eastern cape","O Tambo DM","Private Health","Male","244","112","356"
"National","eastern cape","O Tambo DM","Public Health","Female","43696","17086","60782"
"National","eastern cape","O Tambo DM","Public Health","Male","36728","12801","49529"
"National","eastern cape","Sarah Baartman DM","Private Health","Female","1560","1071","2631"
"National","eastern cape","Sarah Baartman DM","Private Health","Male","1349","808","2157"
"National","eastern cape","Sarah Baartman DM","Public Health","Female","9564","5362","14926"
"National","eastern cape","Sarah Baartman DM","Public Health","Male","8040","3995","12035"
"National","free state","Fezile Dabi DM","Private Health","Female","471","340","811"
"National","free state","Fezile Dabi DM","Private Health","Male","445","280","725"
"National","free state","Fezile Dabi DM","Public Health","Female","13106","5005","18111"
"National","free state","Fezile Dabi DM","Public Health","Male","10738","3634","14372"
"National","free state","Lejweleputswa DM","Private Health","Female","3724","1434","5158"
"National","free state","Lejweleputswa DM","Private Health","Male","2979","1083","4062"
"National","free state","Lejweleputswa DM","Public Health","Female","13980","5264","19244"
"National","free state","Lejweleputswa DM","Public Health","Male","11998","3725","15723"
"National","free state","Mangaung MM","Private Health","Female","2954","1917","4871"
"National","free state","Mangaung MM","Private Health","Male","2433","1451","3884"
"National","free state","Mangaung MM","Public Health","Female","23307","13821","37128"
"National","free state","Mangaung MM","Public Health","Male","20834","11181","32015"
"National","free state","T Mofutsanyana DM","Private Health","Female","1827","1112","2939"
"National","free state","T Mofutsanyana DM","Private Health","Male","1571","907","2478"
"National","free state","T Mofutsanyana DM","Public Health","Female","26654","15386","42040"
"National","free state","T Mofutsanyana DM","Public Health","Male","22921","11613","34534"
"National","free state","Xhariep DM","Public Health","Female","4230","1192","5422"
"National","free state","Xhariep DM","Public Health","Male","3463","814","4277"
"National","gauteng","Ekurhuleni MM","Private Health","Female","10681","6506","17187"
"National","gauteng","Ekurhuleni MM","Private Health","Male","9846","5565","15411"
"National","gauteng","Ekurhuleni MM","Public Health","Female","40516","15227","55743"
"National","gauteng","Ekurhuleni MM","Public Health","Male","32111","11160","43271"
"National","gauteng","Johannesburg MM","Private Health","Female","25096","13567","38663"
"National","gauteng","Johannesburg MM","Private Health","Male","22940","11821","34761"
"National","gauteng","Johannesburg MM","Public Health","Female","45980","16732","62712"
"National","gauteng","Johannesburg MM","Public Health","Male","37288","13113","50401"
"National","gauteng","Sedibeng DM","Private Health","Female","1572","1000","2572"
"National","gauteng","Sedibeng DM","Private Health","Male","1401","676","2077"
"National","gauteng","Sedibeng DM","Public Health","Female","13635","5846","19481"
"National","gauteng","Sedibeng DM","Public Health","Male","10782","4512","15294"
"National","gauteng","Tshwane MM","Private Health","Female","11333","6530","17863"
"National","gauteng","Tshwane MM","Private Health","Male","10797","5930","16727"
"National","gauteng","Tshwane MM","Public Health","Female","39788","18621","58409"
"National","gauteng","Tshwane MM","Public Health","Male","30842","13106","43948"
"National","gauteng","West Rand DM","Private Health","Female","2155","1489","3644"
"National","gauteng","West Rand DM","Private Health","Male","1796","1218","3014"
"National","gauteng","West Rand DM","Public Health","Female","17354","8785","26139"
"National","gauteng","West Rand DM","Public Health","Male","14209","6570","20779"
"National","kwazulu-natal","Amajuba DM","Private Health","Female","210","71","281"
"National","kwazulu-natal","Amajuba DM","Private Health","Male","179","55","234"
"National","kwazulu-natal","Amajuba DM","Public Health","Female","6478","2808","9286"
"National","kwazulu-natal","Amajuba DM","Public Health","Male","4190","1746","5936"
"National","kwazulu-natal","eThekwini MM","Private Health","Female","11641","6847","18488"
"National","kwazulu-natal","eThekwini MM","Private Health","Male","10863","6081","16944"
"National","kwazulu-natal","eThekwini MM","Public Health","Female","14388","5542","19930"
"National","kwazulu-natal","eThekwini MM","Public Health","Male","11754","4451","16205"
"National","kwazulu-natal","Harry Gwala DM","Private Health","Female","347","159","506"
"National","kwazulu-natal","Harry Gwala DM","Private Health","Male","339","133","472"
"National","kwazulu-natal","Harry Gwala DM","Public Health","Female","12893","7730","20623"
"National","kwazulu-natal","Harry Gwala DM","Public Health","Male","10100","5603","15703"
"National","kwazulu-natal","iLembe DM","Private Health","Female","537","327","864"
"National","kwazulu-natal","iLembe DM","Private Health","Male","478","276","754"
"National","kwazulu-natal","iLembe DM","Public Health","Female","8254","4109","12363"
"National","kwazulu-natal","iLembe DM","Public Health","Male","4877","2201","7078"
"National","kwazulu-natal","King Cetshwayo DM","Private Health","Female","326","130","456"
"National","kwazulu-natal","King Cetshwayo DM","Private Health","Male","302","91","393"
"National","kwazulu-natal","King Cetshwayo DM","Public Health","Female","12271","5013","17284"
"National","kwazulu-natal","King Cetshwayo DM","Public Health","Male","7973","3059","11032"
"National","kwazulu-natal","Ugu DM","Private Health","Female","884","549","1433"
"National","kwazulu-natal","Ugu DM","Private Health","Male","708","416","1124"
"National","kwazulu-natal","Ugu DM","Public Health","Female","12275","5118","17393"
"National","kwazulu-natal","Ugu DM","Public Health","Male","7939","2763","10702"
"National","kwazulu-natal","uMgungundlovu DM","Private Health","Female","1588","824","2412"
"National","kwazulu-natal","uMgungundlovu DM","Private Health","Male","1479","753","2232"
"National","kwazulu-natal","uMgungundlovu DM","Public Health","Female","12527","4989","17516"
"National","kwazulu-natal","uMgungundlovu DM","Public Health","Male","8750","3084","11834"
"National","kwazulu-natal","Umkhanyakude DM","Private Health","Female","21","5","26"
"National","kwazulu-natal","Umkhanyakude DM","Private Health","Male","24","6","30"
"National","kwazulu-natal","Umkhanyakude DM","Public Health","Female","20308","10273","30581"
"National","kwazulu-natal","Umkhanyakude DM","Public Health","Male","12872","5397","18269"
"National","kwazulu-natal","Umzinyathi DM","Private Health","Female","57","18","75"
"National","kwazulu-natal","Umzinyathi DM","Private Health","Male","33","13","46"
"National","kwazulu-natal","Umzinyathi DM","Public Health","Female","14733","6315","21048"
"National","kwazulu-natal","Umzinyathi DM","Public Health","Male","9092","3441","12533"
"National","kwazulu-natal","Uthukela DM","Private Health","Female","277","118","395"
"National","kwazulu-natal","Uthukela DM","Private Health","Male","181","75","256"
"National","kwazulu-natal","Uthukela DM","Public Health","Female","15106","6819","21925"
"National","kwazulu-natal","Uthukela DM","Public Health","Male","10212","4009","14221"
"National","kwazulu-natal","Zululand DM","Private Health","Female","59","7","66"
"National","kwazulu-natal","Zululand DM","Private Health","Male","45","4","49"
"National","kwazulu-natal","Zululand DM","Public Health","Female","23898","12746","36644"
"National","kwazulu-natal","Zululand DM","Public Health","Male","17204","8078","25282"
"National","limpopo","Capricorn DM","Private Health","Female","2557","1375","3932"
"National","limpopo","Capricorn DM","Private Health","Male","2099","1037","3136"
"National","limpopo","Capricorn DM","Public Health","Female","34952","14302","49254"
"National","limpopo","Capricorn DM","Public Health","Male","30033","10864","40897"
"National","limpopo","Mopani DM","Private Health","Female","953","471","1424"
"National","limpopo","Mopani DM","Private Health","Male","834","398","1232"
"National","limpopo","Mopani DM","Public Health","Female","36360","12598","48958"
"National","limpopo","Mopani DM","Public Health","Male","29912","9081","38993"
"National","limpopo","Sekhukhune DM","Private Health","Female","886","467","1353"
"National","limpopo","Sekhukhune DM","Private Health","Male","893","366","1259"
"National","limpopo","Sekhukhune DM","Public Health","Female","25413","9560","34973"
"National","limpopo","Sekhukhune DM","Public Health","Male","24924","8055","32979"
"National","limpopo","Vhembe DM","Private Health","Female","5808","2468","8276"
"National","limpopo","Vhembe DM","Private Health","Male","4007","1452","5459"
"National","limpopo","Vhembe DM","Public Health","Female","32249","10231","42480"
"National","limpopo","Vhembe DM","Public Health","Male","26840","7313","34153"
"National","limpopo","Waterberg DM","Private Health","Female","1230","507","1737"
"National","limpopo","Waterberg DM","Private Health","Male","1118","433","1551"
"National","limpopo","Waterberg DM","Public Health","Female","16508","6522","23030"
"National","limpopo","Waterberg DM","Public Health","Male","13746","4762","18508"
"National","mpumalanga","Ehlanzeni DM","Private Health","Female","1989","933","2922"
"National","mpumalanga","Ehlanzeni DM","Private Health","Male","1704","830","2534"
"National","mpumalanga","Ehlanzeni DM","Public Health","Female","46027","19146","65173"
"National","mpumalanga","Ehlanzeni DM","Public Health","Male","35149","12433","47582"
"National","mpumalanga","G Sibande DM","Private Health","Female","689","263","952"
"National","mpumalanga","G Sibande DM","Private Health","Male","589","246","835"
"National","mpumalanga","G Sibande DM","Public Health","Female","15337","6018","21355"
"National","mpumalanga","G Sibande DM","Public Health","Male","11831","4080","15911"
"National","mpumalanga","Nkangala DM","Private Health","Female","1046","438","1484"
"National","mpumalanga","Nkangala DM","Private Health","Male","1003","394","1397"
"National","mpumalanga","Nkangala DM","Public Health","Female","15940","6139","22079"
"National","mpumalanga","Nkangala DM","Public Health","Male","16580","5126","21706"
"National","northern cape","Frances Baard DM","Private Health","Female","1221","617","1838"
"National","northern cape","Frances Baard DM","Private Health","Male","1166","503","1669"
"National","northern cape","Frances Baard DM","Public Health","Female","6372","3094","9466"
"National","northern cape","Frances Baard DM","Public Health","Male","5138","2305","7443"
"National","northern cape","J T Gaetsewe DM","Private Health","Female","314","195","509"
"National","northern cape","J T Gaetsewe DM","Private Health","Male","268","141","409"
"National","northern cape","J T Gaetsewe DM","Public Health","Female","3429","1268","4697"
"National","northern cape","J T Gaetsewe DM","Public Health","Male","2645","938","3583"
"National","northern cape","Namakwa DM","Private Health","Female","167","98","265"
"National","northern cape","Namakwa DM","Private Health","Male","152","71","223"
"National","northern cape","Namakwa DM","Public Health","Female","1543","568","2111"
"National","northern cape","Namakwa DM","Public Health","Male","1219","431","1650"
"National","northern cape","Pixley ka Seme DM","Public Health","Female","3582","1590","5172"
"National","northern cape","Pixley ka Seme DM","Public Health","Male","2740","1140","3880"
"National","northern cape","ZF Mgcawu DM","Private Health","Female","313","108","421"
"National","northern cape","ZF Mgcawu DM","Private Health","Male","261","76","337"
"National","northern cape","ZF Mgcawu DM","Public Health","Female","3712","1597","5309"
"National","northern cape","ZF Mgcawu DM","Public Health","Male","2926","1113","4039"
"National","north west","Bojanala Platinum DM","Private Health","Female","2426","1166","3592"
"National","north west","Bojanala Platinum DM","Private Health","Male","2200","957","3157"
"National","north west","Bojanala Platinum DM","Public Health","Female","29757","12364","42121"
"National","north west","Bojanala Platinum DM","Public Health","Male","24527","9066","33593"
"National","north west","Dr K Kaunda DM","Private Health","Female","1336","655","1991"
"National","north west","Dr K Kaunda DM","Private Health","Male","1138","526","1664"
"National","north west","Dr K Kaunda DM","Public Health","Female","12531","4406","16937"
