"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","864028","0","155800","1019828"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","465119","0","95786","560905"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1436388","0","214862","1651250"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1165261","0","185214","1350475"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1057409","0","160247","1217656"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","818283","0","132797","951080"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","208829","0","35636","244465"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","696124","0","117767","813891"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","664338","0","113586","777924"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60873","0","24222","85095"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24396","0","12198","36594"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137610","0","65388","202998"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94508","0","40023","134531"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34191","0","17016","51207"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21988","0","7152","29140"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23484","0","8966","32450"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94621","0","61527","156148"
"Pfizer","National","eastern cape","Adults","1369211","1152767","259037","2781015"
"Pfizer","National","eastern cape","12-17 Years","301994","127622","0","429616"
"Pfizer","National","free state","12-17 Years","167635","80159","0","247794"
"Pfizer","National","free state","Adults","687091","603494","145950","1436535"
"Pfizer","National","gauteng","12-17 Years","380122","167974","26","548122"
"Pfizer","National","gauteng","Adults","3957913","3430021","694216","8082150"
"Pfizer","National","kwazulu-natal","Adults","2016113","1677103","341381","4034597"
"Pfizer","National","kwazulu-natal","12-17 Years","288672","132252","12","420936"
"Pfizer","National","limpopo","Adults","1065646","893027","182249","2140922"
"Pfizer","National","limpopo","12-17 Years","291322","102262","2","393586"
"Pfizer","National","mpumalanga","12-17 Years","147884","56046","1","203931"
"Pfizer","National","mpumalanga","Adults","588245","484051","110369","1182665"
"Pfizer","National","northern cape","12-17 Years","37168","15853","0","53021"
"Pfizer","National","northern cape","Adults","230675","196772","37620","465067"
"Pfizer","National","north west","12-17 Years","148561","52400","4","200965"
"Pfizer","National","north west","Adults","633649","546850","115806","1296305"
"Pfizer","National","western cape","12-17 Years","129548","54633","3","184184"
"Pfizer","National","western cape","Adults","2139224","1878292","496514","4514030"
