"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10675","4911","15586"
"National","eastern cape","Private Health","Male","8916","3748","12664"
"National","eastern cape","Public Health","Female","130902","36202","167104"
"National","eastern cape","Public Health","Male","105462","24243","129705"
"National","free state","Private Health","Female","9011","4102","13113"
"National","free state","Private Health","Male","7352","3119","10471"
"National","free state","Public Health","Female","79949","34060","114009"
"National","free state","Public Health","Male","68042","24956","92998"
"National","gauteng","Private Health","Female","54216","28922","83138"
"National","gauteng","Private Health","Male","49346","24574","73920"
"National","gauteng","Public Health","Female","152483","55316","207799"
"National","gauteng","Public Health","Male","120298","40238","160536"
"National","kwazulu-natal","Private Health","Female","17501","9461","26962"
"National","kwazulu-natal","Private Health","Male","15767","7982","23749"
"National","kwazulu-natal","Public Health","Female","130860","44599","175459"
"National","kwazulu-natal","Public Health","Male","88764","26799","115563"
"National","limpopo","Private Health","Female","11100","4558","15658"
"National","limpopo","Private Health","Male","8650","3272","11922"
"National","limpopo","Public Health","Female","122159","36097","158256"
"National","limpopo","Public Health","Male","102881","26861","129742"
"National","mpumalanga","Private Health","Female","4027","1629","5656"
"National","mpumalanga","Private Health","Male","3522","1401","4923"
"National","mpumalanga","Public Health","Female","68361","18881","87242"
"National","mpumalanga","Public Health","Male","57122","13508","70630"
"National","northern cape","Private Health","Female","2140","1004","3144"
"National","northern cape","Private Health","Male","1944","745","2689"
"National","northern cape","Public Health","Female","13279","3756","17035"
"National","northern cape","Public Health","Male","10535","2821","13356"
"National","north west","Private Health","Female","5273","2347","7620"
"National","north west","Private Health","Male","4747","1959","6706"
"National","north west","Public Health","Female","75373","23435","98808"
"National","north west","Public Health","Male","62043","16672","78715"
"National","western cape","Private Health","Female","23716","11830","35546"
"National","western cape","Private Health","Male","21164","10100","31264"
"National","western cape","Public Health","Female","46712","15029","61741"
"National","western cape","Public Health","Male","38736","12238","50974"
