"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","897116"
"Janssen Vaccines & Prevention B.V","free state","Adults","477528"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1495209"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1201455"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1057926"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","793489"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","210238"
"Janssen Vaccines & Prevention B.V","north west","Adults","701134"
"Janssen Vaccines & Prevention B.V","western cape","Adults","735934"
"Pfizer","eastern cape","12-17 Years","69104"
"Pfizer","eastern cape","Adults","1091938"
"Pfizer","free state","12-17 Years","66237"
"Pfizer","free state","Adults","573773"
"Pfizer","gauteng","12-17 Years","149050"
"Pfizer","gauteng","Adults","3307487"
"Pfizer","kwazulu-natal","12-17 Years","88841"
"Pfizer","kwazulu-natal","Adults","1584980"
"Pfizer","limpopo","12-17 Years","70788"
"Pfizer","limpopo","Adults","853617"
"Pfizer","mpumalanga","12-17 Years","35419"
"Pfizer","mpumalanga","Adults","453634"
"Pfizer","northern cape","12-17 Years","8326"
"Pfizer","northern cape","Adults","186891"
"Pfizer","north west","12-17 Years","44413"
"Pfizer","north west","Adults","525202"
"Pfizer","western cape","12-17 Years","49197"
"Pfizer","western cape","Adults","1833241"
