"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","671","0","1418","2089"
"Janssen Vaccines & Prevention B.V","free state","Adults","284","0","551","835"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1337","0","1196","2533"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1195","0","1466","2661"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","761","0","1508","2269"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","893","0","1043","1936"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","119","0","217","336"
"Janssen Vaccines & Prevention B.V","north west","Adults","331","0","554","885"
"Janssen Vaccines & Prevention B.V","western cape","Adults","272","0","371","643"
"Pfizer","eastern cape","12-17 Years","2198","1875","0","4073"
"Pfizer","eastern cape","Adults","528","948","1527","3003"
"Pfizer","free state","12-17 Years","540","609","0","1149"
"Pfizer","free state","Adults","293","366","893","1552"
"Pfizer","gauteng","12-17 Years","1324","1206","0","2530"
"Pfizer","gauteng","Adults","1805","2073","3260","7138"
"Pfizer","kwazulu-natal","12-17 Years","1936","1517","0","3453"
"Pfizer","kwazulu-natal","Adults","1494","1589","2136","5219"
"Pfizer","limpopo","12-17 Years","1585","900","0","2485"
"Pfizer","limpopo","Adults","383","637","1512","2532"
"Pfizer","mpumalanga","12-17 Years","1006","532","0","1538"
"Pfizer","mpumalanga","Adults","347","403","688","1438"
"Pfizer","northern cape","12-17 Years","528","110","0","638"
"Pfizer","northern cape","Adults","117","152","164","433"
"Pfizer","north west","12-17 Years","587","482","0","1069"
"Pfizer","north west","Adults","314","363","634","1311"
"Pfizer","western cape","12-17 Years","101","74","0","175"
"Pfizer","western cape","Adults","485","616","1719","2820"
