"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10135","5059","15194"
"National","eastern cape","Private Health","Male","8583","3927","12510"
"National","eastern cape","Public Health","Female","150904","62043","212947"
"National","eastern cape","Public Health","Male","124947","45508","170455"
"National","free state","Private Health","Female","9090","4625","13715"
"National","free state","Private Health","Male","7504","3578","11082"
"National","free state","Public Health","Female","83035","40987","124022"
"National","free state","Public Health","Male","71169","30889","102058"
"National","gauteng","Private Health","Female","52523","30031","82554"
"National","gauteng","Private Health","Male","48277","25840","74117"
"National","gauteng","Public Health","Female","160411","65885","226296"
"National","gauteng","Public Health","Male","127073","48606","175679"
"National","kwazulu-natal","Private Health","Female","16573","9455","26028"
"National","kwazulu-natal","Private Health","Male","15105","8156","23261"
"National","kwazulu-natal","Public Health","Female","156740","72202","228942"
"National","kwazulu-natal","Public Health","Male","106946","43944","150890"
"National","limpopo","Private Health","Female","11750","5337","17087"
"National","limpopo","Private Health","Male","9115","3694","12809"
"National","limpopo","Public Health","Female","144700","51655","196355"
"National","limpopo","Public Health","Male","124982","38673","163655"
"National","mpumalanga","Private Health","Female","3876","1697","5573"
"National","mpumalanga","Private Health","Male","3398","1510","4908"
"National","mpumalanga","Public Health","Female","77473","29325","106798"
"National","mpumalanga","Public Health","Male","63746","20144","83890"
"National","northern cape","Private Health","Female","2089","1048","3137"
"National","northern cape","Private Health","Male","1916","817","2733"
"National","northern cape","Public Health","Female","18260","7534","25794"
"National","northern cape","Public Health","Male","14345","5512","19857"
"National","north west","Private Health","Female","5084","2400","7484"
"National","north west","Private Health","Male","4626","2025","6651"
"National","north west","Public Health","Female","77358","27864","105222"
"National","north west","Public Health","Male","64233","20438","84671"
"National","western cape","Private Health","Female","22910","12578","35488"
"National","western cape","Private Health","Male","20770","10904","31674"
"National","western cape","Public Health","Female","48338","16860","65198"
"National","western cape","Public Health","Male","40489","13852","54341"
