"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","919906"
"Janssen Vaccines & Prevention B.V","free state","Adults","488161"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1554229"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1249868"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1082906"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","832995"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","216430"
"Janssen Vaccines & Prevention B.V","north west","Adults","715231"
"Janssen Vaccines & Prevention B.V","western cape","Adults","753442"
"Pfizer","eastern cape","12-17 Years","114404"
"Pfizer","eastern cape","Adults","1136576"
"Pfizer","free state","12-17 Years","79990"
"Pfizer","free state","Adults","597630"
"Pfizer","gauteng","12-17 Years","170687"
"Pfizer","gauteng","Adults","3406518"
"Pfizer","kwazulu-natal","12-17 Years","133735"
"Pfizer","kwazulu-natal","Adults","1662567"
"Pfizer","limpopo","12-17 Years","98705"
"Pfizer","limpopo","Adults","883405"
"Pfizer","mpumalanga","12-17 Years","51860"
"Pfizer","mpumalanga","Adults","477585"
"Pfizer","northern cape","12-17 Years","14619"
"Pfizer","northern cape","Adults","194889"
"Pfizer","north west","12-17 Years","52814"
"Pfizer","north west","Adults","541765"
"Pfizer","western cape","12-17 Years","54159"
"Pfizer","western cape","Adults","1869948"
