"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","85","0","77","162"
"Janssen Vaccines & Prevention B.V","free state","Adults","33","0","31","64"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","330","0","195","525"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","124","0","85","209"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","84","0","200","284"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","66","0","65","131"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","13","0","16","29"
"Janssen Vaccines & Prevention B.V","north west","Adults","70","0","80","150"
"Janssen Vaccines & Prevention B.V","western cape","Adults","100","0","59","159"
"Pfizer","eastern cape","12-17 Years","117","93","0","210"
"Pfizer","eastern cape","Adults","258","276","289","823"
"Pfizer","free state","12-17 Years","19","12","0","31"
"Pfizer","free state","Adults","28","48","66","142"
"Pfizer","gauteng","12-17 Years","64","49","0","113"
"Pfizer","gauteng","Adults","222","285","282","789"
"Pfizer","kwazulu-natal","12-17 Years","11","14","0","25"
"Pfizer","kwazulu-natal","Adults","74","102","66","242"
"Pfizer","limpopo","12-17 Years","183","57","0","240"
"Pfizer","limpopo","Adults","69","133","123","325"
"Pfizer","mpumalanga","12-17 Years","16","51","0","67"
"Pfizer","mpumalanga","Adults","14","92","41","147"
"Pfizer","northern cape","12-17 Years","27","38","0","65"
"Pfizer","northern cape","Adults","16","17","15","48"
"Pfizer","north west","12-17 Years","17","12","0","29"
"Pfizer","north west","Adults","72","58","40","170"
"Pfizer","western cape","12-17 Years","8","6","0","14"
"Pfizer","western cape","Adults","92","98","142","332"
