"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","85"
"Janssen Vaccines & Prevention B.V","free state","Adults","33"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","330"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","124"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","84"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","66"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","13"
"Janssen Vaccines & Prevention B.V","north west","Adults","70"
"Janssen Vaccines & Prevention B.V","western cape","Adults","100"
"Pfizer","eastern cape","12-17 Years","93"
"Pfizer","eastern cape","Adults","276"
"Pfizer","free state","12-17 Years","12"
"Pfizer","free state","Adults","48"
"Pfizer","gauteng","12-17 Years","49"
"Pfizer","gauteng","Adults","285"
"Pfizer","kwazulu-natal","12-17 Years","14"
"Pfizer","kwazulu-natal","Adults","102"
"Pfizer","limpopo","12-17 Years","57"
"Pfizer","limpopo","Adults","133"
"Pfizer","mpumalanga","12-17 Years","51"
"Pfizer","mpumalanga","Adults","92"
"Pfizer","northern cape","12-17 Years","38"
"Pfizer","northern cape","Adults","17"
"Pfizer","north west","12-17 Years","12"
"Pfizer","north west","Adults","58"
"Pfizer","western cape","12-17 Years","6"
"Pfizer","western cape","Adults","98"
