"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","64"
"Janssen Vaccines & Prevention B.V","free state","Adults","21"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","303"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","132"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","178"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","109"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","18"
"Janssen Vaccines & Prevention B.V","north west","Adults","71"
"Janssen Vaccines & Prevention B.V","western cape","Adults","101"
"Pfizer","eastern cape","12-17 Years","277"
"Pfizer","eastern cape","Adults","234"
"Pfizer","free state","12-17 Years","77"
"Pfizer","free state","Adults","65"
"Pfizer","gauteng","12-17 Years","50"
"Pfizer","gauteng","Adults","221"
"Pfizer","kwazulu-natal","12-17 Years","20"
"Pfizer","kwazulu-natal","Adults","147"
"Pfizer","limpopo","12-17 Years","179"
"Pfizer","limpopo","Adults","114"
"Pfizer","mpumalanga","12-17 Years","36"
"Pfizer","mpumalanga","Adults","60"
"Pfizer","northern cape","12-17 Years","23"
"Pfizer","northern cape","Adults","26"
"Pfizer","north west","12-17 Years","9"
"Pfizer","north west","Adults","34"
"Pfizer","western cape","12-17 Years","49"
"Pfizer","western cape","Adults","88"
