"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","64","0","98","162"
"Janssen Vaccines & Prevention B.V","free state","Adults","21","0","75","96"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","303","0","143","446"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","132","0","80","212"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","178","0","255","433"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","109","0","104","213"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","18","0","25","43"
"Janssen Vaccines & Prevention B.V","north west","Adults","71","0","96","167"
"Janssen Vaccines & Prevention B.V","western cape","Adults","101","0","40","141"
"Pfizer","eastern cape","12-17 Years","329","277","0","606"
"Pfizer","eastern cape","Adults","185","234","291","710"
"Pfizer","free state","12-17 Years","55","77","0","132"
"Pfizer","free state","Adults","50","65","101","216"
"Pfizer","gauteng","12-17 Years","38","50","0","88"
"Pfizer","gauteng","Adults","256","221","275","752"
"Pfizer","kwazulu-natal","12-17 Years","26","20","0","46"
"Pfizer","kwazulu-natal","Adults","124","147","118","389"
"Pfizer","limpopo","12-17 Years","205","179","0","384"
"Pfizer","limpopo","Adults","127","114","175","416"
"Pfizer","mpumalanga","12-17 Years","18","36","0","54"
"Pfizer","mpumalanga","Adults","48","60","40","148"
"Pfizer","northern cape","12-17 Years","13","23","0","36"
"Pfizer","northern cape","Adults","13","26","18","57"
"Pfizer","north west","12-17 Years","11","9","0","20"
"Pfizer","north west","Adults","43","34","42","119"
"Pfizer","western cape","12-17 Years","27","49","0","76"
"Pfizer","western cape","Adults","105","88","108","301"
