"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","72"
"Janssen Vaccines & Prevention B.V","free state","Adults","29"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","361"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","169"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","198"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","75"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","27"
"Janssen Vaccines & Prevention B.V","north west","Adults","83"
"Janssen Vaccines & Prevention B.V","western cape","Adults","76"
"Pfizer","eastern cape","12-17 Years","384"
"Pfizer","eastern cape","Adults","182"
"Pfizer","free state","12-17 Years","76"
"Pfizer","free state","Adults","33"
"Pfizer","gauteng","12-17 Years","64"
"Pfizer","gauteng","Adults","303"
"Pfizer","kwazulu-natal","12-17 Years","46"
"Pfizer","kwazulu-natal","Adults","164"
"Pfizer","limpopo","12-17 Years","102"
"Pfizer","limpopo","Adults","143"
"Pfizer","mpumalanga","12-17 Years","81"
"Pfizer","mpumalanga","Adults","75"
"Pfizer","northern cape","12-17 Years","38"
"Pfizer","northern cape","Adults","26"
"Pfizer","north west","12-17 Years","10"
"Pfizer","north west","Adults","65"
"Pfizer","western cape","12-17 Years","69"
"Pfizer","western cape","Adults","98"
