"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","72","0","97","169"
"Janssen Vaccines & Prevention B.V","free state","Adults","29","0","57","86"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","361","0","270","631"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","169","0","101","270"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","198","0","263","461"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","75","0","140","215"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","27","0","32","59"
"Janssen Vaccines & Prevention B.V","north west","Adults","83","0","76","159"
"Janssen Vaccines & Prevention B.V","western cape","Adults","76","0","40","116"
"Pfizer","eastern cape","12-17 Years","665","384","0","1049"
"Pfizer","eastern cape","Adults","177","182","253","612"
"Pfizer","free state","12-17 Years","44","76","0","120"
"Pfizer","free state","Adults","31","33","62","126"
"Pfizer","gauteng","12-17 Years","81","64","0","145"
"Pfizer","gauteng","Adults","242","303","346","891"
"Pfizer","kwazulu-natal","12-17 Years","50","46","0","96"
"Pfizer","kwazulu-natal","Adults","161","164","130","455"
"Pfizer","limpopo","12-17 Years","184","102","0","286"
"Pfizer","limpopo","Adults","149","143","179","471"
"Pfizer","mpumalanga","12-17 Years","125","81","0","206"
"Pfizer","mpumalanga","Adults","93","75","46","214"
"Pfizer","northern cape","12-17 Years","73","38","0","111"
"Pfizer","northern cape","Adults","33","26","24","83"
"Pfizer","north west","12-17 Years","33","10","0","43"
"Pfizer","north west","Adults","47","65","79","191"
"Pfizer","western cape","12-17 Years","71","69","0","140"
"Pfizer","western cape","Adults","121","98","106","325"
