"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","40"
"Janssen Vaccines & Prevention B.V","free state","Adults","1"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","89"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","89"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","28"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","18"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","2"
"Janssen Vaccines & Prevention B.V","north west","Adults","103"
"Janssen Vaccines & Prevention B.V","western cape","Adults","4"
"Pfizer","eastern cape","12-17 Years","0"
"Pfizer","eastern cape","Adults","31"
"Pfizer","free state","12-17 Years","2"
"Pfizer","free state","Adults","0"
"Pfizer","gauteng","12-17 Years","31"
"Pfizer","gauteng","Adults","108"
"Pfizer","kwazulu-natal","12-17 Years","26"
"Pfizer","kwazulu-natal","Adults","61"
"Pfizer","limpopo","12-17 Years","9"
"Pfizer","limpopo","Adults","32"
"Pfizer","mpumalanga","12-17 Years","1"
"Pfizer","mpumalanga","Adults","12"
"Pfizer","northern cape","12-17 Years","1"
"Pfizer","northern cape","Adults","6"
"Pfizer","north west","12-17 Years","57"
"Pfizer","north west","Adults","45"
"Pfizer","western cape","12-17 Years","0"
"Pfizer","western cape","Adults","7"
