"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","40","0","24","64"
"Janssen Vaccines & Prevention B.V","free state","Adults","1","0","3","4"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","89","0","50","139"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","89","0","135","224"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","28","0","68","96"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","18","0","15","33"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","2","0","8","10"
"Janssen Vaccines & Prevention B.V","north west","Adults","103","0","287","390"
"Janssen Vaccines & Prevention B.V","western cape","Adults","4","0","13","17"
"Pfizer","eastern cape","12-17 Years","18","0","0","18"
"Pfizer","eastern cape","Adults","11","31","33","75"
"Pfizer","free state","12-17 Years","1","2","0","3"
"Pfizer","free state","Adults","0","0","1","1"
"Pfizer","gauteng","12-17 Years","40","31","0","71"
"Pfizer","gauteng","Adults","74","108","119","301"
"Pfizer","kwazulu-natal","12-17 Years","111","26","0","137"
"Pfizer","kwazulu-natal","Adults","48","61","108","217"
"Pfizer","limpopo","12-17 Years","32","9","0","41"
"Pfizer","limpopo","Adults","15","32","47","94"
"Pfizer","mpumalanga","12-17 Years","28","1","0","29"
"Pfizer","mpumalanga","Adults","10","12","1","23"
"Pfizer","northern cape","12-17 Years","1","1","0","2"
"Pfizer","northern cape","Adults","17","6","3","26"
"Pfizer","north west","12-17 Years","83","57","0","140"
"Pfizer","north west","Adults","38","45","97","180"
"Pfizer","western cape","12-17 Years","4","0","0","4"
"Pfizer","western cape","Adults","2","7","4","13"
