"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","860479","0","151145","1011624"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","464343","0","93613","557956"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1422851","0","207814","1630665"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1158921","0","180609","1339530"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1051318","0","152090","1203408"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","813720","0","127897","941617"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","207512","0","34531","242043"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","692935","0","113358","806293"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","660717","0","111677","772394"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60873","0","24221","85094"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24396","0","12198","36594"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137580","0","65388","202968"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94506","0","40023","134529"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34187","0","17016","51203"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21924","0","7151","29075"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23479","0","8965","32444"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94615","0","61527","156142"
"Pfizer","National","eastern cape","Adults","1356210","1142036","248607","2746853"
"Pfizer","National","eastern cape","12-17 Years","294424","117547","0","411971"
"Pfizer","National","free state","12-17 Years","169970","80030","0","250000"
"Pfizer","National","free state","Adults","682380","599979","142874","1425233"
"Pfizer","National","gauteng","12-17 Years","385921","169697","18","555636"
"Pfizer","National","gauteng","Adults","3939123","3415181","682846","8037150"
"Pfizer","National","kwazulu-natal","Adults","2003855","1668322","336796","4008973"
"Pfizer","National","kwazulu-natal","12-17 Years","293333","133473","9","426815"
"Pfizer","National","limpopo","Adults","1055539","886490","176632","2118661"
"Pfizer","National","limpopo","12-17 Years","289640","99831","2","389473"
"Pfizer","National","mpumalanga","12-17 Years","148074","53632","0","201706"
"Pfizer","National","mpumalanga","Adults","582421","479886","108489","1170796"
"Pfizer","National","northern cape","12-17 Years","36461","15007","0","51468"
"Pfizer","National","northern cape","Adults","228873","195460","36671","461004"
"Pfizer","National","north west","12-17 Years","150386","52532","4","202922"
"Pfizer","National","north west","Adults","628659","543311","112719","1284689"
"Pfizer","National","western cape","12-17 Years","131597","54217","3","185817"
"Pfizer","National","western cape","Adults","2131847","1873052","491443","4496342"
