"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","694","0","1286","1980"
"Janssen Vaccines & Prevention B.V","free state","Adults","300","0","888","1188"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1331","0","1345","2676"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","724","0","1025","1749"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","794","0","1473","2267"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","856","0","929","1785"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","91","0","194","285"
"Janssen Vaccines & Prevention B.V","north west","Adults","389","0","559","948"
"Janssen Vaccines & Prevention B.V","western cape","Adults","340","0","614","954"
"Pfizer","eastern cape","12-17 Years","1551","1289","0","2840"
"Pfizer","eastern cape","Adults","488","813","1662","2963"
"Pfizer","free state","12-17 Years","799","922","0","1721"
"Pfizer","free state","Adults","341","482","1162","1985"
"Pfizer","gauteng","12-17 Years","1331","1483","0","2814"
"Pfizer","gauteng","Adults","1449","2179","3589","7217"
"Pfizer","kwazulu-natal","12-17 Years","954","889","0","1843"
"Pfizer","kwazulu-natal","Adults","870","1100","1559","3529"
"Pfizer","limpopo","12-17 Years","1402","827","0","2229"
"Pfizer","limpopo","Adults","481","734","1883","3098"
"Pfizer","mpumalanga","12-17 Years","725","307","0","1032"
"Pfizer","mpumalanga","Adults","290","354","736","1380"
"Pfizer","northern cape","12-17 Years","318","65","0","383"
"Pfizer","northern cape","Adults","162","114","234","510"
"Pfizer","north west","12-17 Years","231","375","0","606"
"Pfizer","north west","Adults","238","466","719","1423"
"Pfizer","western cape","12-17 Years","132","110","0","242"
"Pfizer","western cape","Adults","539","823","2542","3904"
