"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","694"
"Janssen Vaccines & Prevention B.V","free state","Adults","300"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1331"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","724"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","794"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","856"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","91"
"Janssen Vaccines & Prevention B.V","north west","Adults","389"
"Janssen Vaccines & Prevention B.V","western cape","Adults","340"
"Pfizer","eastern cape","12-17 Years","1289"
"Pfizer","eastern cape","Adults","813"
"Pfizer","free state","12-17 Years","922"
"Pfizer","free state","Adults","482"
"Pfizer","gauteng","12-17 Years","1483"
"Pfizer","gauteng","Adults","2179"
"Pfizer","kwazulu-natal","12-17 Years","889"
"Pfizer","kwazulu-natal","Adults","1100"
"Pfizer","limpopo","12-17 Years","827"
"Pfizer","limpopo","Adults","734"
"Pfizer","mpumalanga","12-17 Years","307"
"Pfizer","mpumalanga","Adults","354"
"Pfizer","northern cape","12-17 Years","65"
"Pfizer","northern cape","Adults","114"
"Pfizer","north west","12-17 Years","375"
"Pfizer","north west","Adults","466"
"Pfizer","western cape","12-17 Years","110"
"Pfizer","western cape","Adults","823"
