"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","859580","0","149639","1009219"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","464014","0","92633","556647"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1418923","0","205693","1624616"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1156717","0","179118","1335835"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1049513","0","149706","1199219"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","812030","0","126597","938627"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","207126","0","34201","241327"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","692151","0","112254","804405"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","659608","0","111045","770653"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60871","0","24221","85092"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24396","0","12199","36595"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137572","0","65388","202960"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94505","0","40023","134528"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34187","0","17016","51203"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21925","0","7151","29076"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23478","0","8965","32443"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94614","0","61527","156141"
"Pfizer","National","eastern cape","Adults","1352000","1138787","245180","2735967"
"Pfizer","National","eastern cape","12-17 Years","294726","116774","0","411500"
"Pfizer","National","free state","12-17 Years","170792","80077","0","250869"
"Pfizer","National","free state","Adults","680511","598571","141490","1420572"
"Pfizer","National","gauteng","12-17 Years","388122","170287","18","558427"
"Pfizer","National","gauteng","Adults","3932710","3410182","679446","8022338"
"Pfizer","National","kwazulu-natal","Adults","1999158","1665032","334927","3999117"
"Pfizer","National","kwazulu-natal","12-17 Years","295279","133771","9","429059"
"Pfizer","National","limpopo","Adults","1052353","884567","175082","2112002"
"Pfizer","National","limpopo","12-17 Years","290624","99467","2","390093"
"Pfizer","National","mpumalanga","12-17 Years","148559","52857","0","201416"
"Pfizer","National","mpumalanga","Adults","580395","478448","107955","1166798"
"Pfizer","National","northern cape","12-17 Years","36609","14953","0","51562"
"Pfizer","National","northern cape","Adults","228283","195154","36413","459850"
"Pfizer","National","north west","12-17 Years","151239","52709","4","203952"
"Pfizer","National","north west","Adults","627123","542352","111933","1281408"
"Pfizer","National","western cape","12-17 Years","132423","54168","3","186594"
"Pfizer","National","western cape","Adults","2129317","1871327","489819","4490463"
