"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","920451"
"Janssen Vaccines & Prevention B.V","free state","Adults","488410"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1556499"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1251224"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1083700"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","833955"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","216590"
"Janssen Vaccines & Prevention B.V","north west","Adults","715629"
"Janssen Vaccines & Prevention B.V","western cape","Adults","754222"
"Pfizer","eastern cape","12-17 Years","116774"
"Pfizer","eastern cape","Adults","1138789"
"Pfizer","free state","12-17 Years","80077"
"Pfizer","free state","Adults","598571"
"Pfizer","gauteng","12-17 Years","170287"
"Pfizer","gauteng","Adults","3410200"
"Pfizer","kwazulu-natal","12-17 Years","133771"
"Pfizer","kwazulu-natal","Adults","1665037"
"Pfizer","limpopo","12-17 Years","99467"
"Pfizer","limpopo","Adults","884567"
"Pfizer","mpumalanga","12-17 Years","52857"
"Pfizer","mpumalanga","Adults","478449"
"Pfizer","northern cape","12-17 Years","14953"
"Pfizer","northern cape","Adults","195154"
"Pfizer","north west","12-17 Years","52709"
"Pfizer","north west","Adults","542354"
"Pfizer","western cape","12-17 Years","54168"
"Pfizer","western cape","Adults","1871341"
