"vaccine_manufacturer","province","district","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Amathole DM","Adults","102776"
"Janssen Vaccines & Prevention B.V","eastern cape","A Nzo DM","Adults","119718"
"Janssen Vaccines & Prevention B.V","eastern cape","Buffalo City MM","Adults","72041"
"Janssen Vaccines & Prevention B.V","eastern cape","C Hani DM","Adults","107466"
"Janssen Vaccines & Prevention B.V","eastern cape","Joe Gqabi DM","Adults","51369"
"Janssen Vaccines & Prevention B.V","eastern cape","N Mandela Bay MM","Adults","165540"
"Janssen Vaccines & Prevention B.V","eastern cape","O Tambo DM","Adults","211745"
"Janssen Vaccines & Prevention B.V","eastern cape","Sarah Baartman DM","Adults","90748"
"Janssen Vaccines & Prevention B.V","free state","Fezile Dabi DM","Adults","81227"
"Janssen Vaccines & Prevention B.V","free state","Lejweleputswa DM","Adults","75948"
"Janssen Vaccines & Prevention B.V","free state","Mangaung MM","Adults","153497"
"Janssen Vaccines & Prevention B.V","free state","T Mofutsanyana DM","Adults","144733"
"Janssen Vaccines & Prevention B.V","free state","Xhariep DM","Adults","33352"
"Janssen Vaccines & Prevention B.V","gauteng","Ekurhuleni MM","Adults","324899"
"Janssen Vaccines & Prevention B.V","gauteng","Johannesburg MM","Adults","557586"
"Janssen Vaccines & Prevention B.V","gauteng","Sedibeng DM","Adults","102558"
"Janssen Vaccines & Prevention B.V","gauteng","Tshwane MM","Adults","468051"
"Janssen Vaccines & Prevention B.V","gauteng","West Rand DM","Adults","107693"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Amajuba DM","Adults","80007"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","eThekwini MM","Adults","343724"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Harry Gwala DM","Adults","58704"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","iLembe DM","Adults","63619"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","King Cetshwayo DM","Adults","102787"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Ugu DM","Adults","67722"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","uMgungundlovu DM","Adults","141295"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Umkhanyakude DM","Adults","102579"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Umzinyathi DM","Adults","97523"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Uthukela DM","Adults","96795"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Zululand DM","Adults","98854"
"Janssen Vaccines & Prevention B.V","limpopo","Capricorn DM","Adults","274221"
"Janssen Vaccines & Prevention B.V","limpopo","Mopani DM","Adults","244910"
"Janssen Vaccines & Prevention B.V","limpopo","Sekhukhune DM","Adults","186377"
"Janssen Vaccines & Prevention B.V","limpopo","Vhembe DM","Adults","243830"
"Janssen Vaccines & Prevention B.V","limpopo","Waterberg DM","Adults","136277"
"Janssen Vaccines & Prevention B.V","mpumalanga","Ehlanzeni DM","Adults","414702"
"Janssen Vaccines & Prevention B.V","mpumalanga","G Sibande DM","Adults","188990"
"Janssen Vaccines & Prevention B.V","mpumalanga","Nkangala DM","Adults","232106"
"Janssen Vaccines & Prevention B.V","northern cape","Frances Baard DM","Adults","71828"
"Janssen Vaccines & Prevention B.V","northern cape","J T Gaetsewe DM","Adults","41634"
"Janssen Vaccines & Prevention B.V","northern cape","Namakwa DM","Adults","16365"
"Janssen Vaccines & Prevention B.V","northern cape","Pixley ka Seme DM","Adults","28246"
"Janssen Vaccines & Prevention B.V","northern cape","ZF Mgcawu DM","Adults","58952"
"Janssen Vaccines & Prevention B.V","north west","Bojanala Platinum DM","Adults","295657"
"Janssen Vaccines & Prevention B.V","north west","Dr K Kaunda DM","Adults","109281"
"Janssen Vaccines & Prevention B.V","north west","Ngaka Modiri Molema DM","Adults","200994"
"Janssen Vaccines & Prevention B.V","north west","Ruth Segomotsi Mompati DM","Adults","110548"
"Janssen Vaccines & Prevention B.V","western cape","Cape Town MM","Adults","432945"
"Janssen Vaccines & Prevention B.V","western cape","Cape Winelands DM","Adults","121570"
"Janssen Vaccines & Prevention B.V","western cape","Central Karoo DM","Adults","6835"
