"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","860530","0","151230","1011760"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","464361","0","93684","558045"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1423203","0","208000","1631203"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1159101","0","180760","1339861"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1051428","0","152287","1203715"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","813874","0","128055","941929"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","207561","0","34547","242108"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","693001","0","113477","806478"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","660827","0","111736","772563"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60873","0","24221","85094"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24396","0","12198","36594"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137580","0","65388","202968"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94506","0","40023","134529"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34187","0","17016","51203"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21924","0","7151","29075"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23479","0","8965","32444"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94615","0","61527","156142"
"Pfizer","National","eastern cape","Adults","1356693","1142398","248958","2748049"
"Pfizer","National","eastern cape","12-17 Years","294195","117496","0","411691"
"Pfizer","National","free state","12-17 Years","169835","79975","0","249810"
"Pfizer","National","free state","Adults","682571","600106","142948","1425625"
"Pfizer","National","gauteng","12-17 Years","385615","169588","18","555221"
"Pfizer","National","gauteng","Adults","3939813","3415676","683133","8038622"
"Pfizer","National","kwazulu-natal","Adults","2004360","1668601","336928","4009889"
"Pfizer","National","kwazulu-natal","12-17 Years","293032","133382","9","426423"
"Pfizer","National","limpopo","Adults","1055858","886659","176782","2119299"
"Pfizer","National","limpopo","12-17 Years","289458","99801","2","389261"
"Pfizer","National","mpumalanga","12-17 Years","147978","53620","0","201598"
"Pfizer","National","mpumalanga","Adults","582636","480024","108545","1171205"
"Pfizer","National","northern cape","12-17 Years","36443","15002","0","51445"
"Pfizer","National","northern cape","Adults","228917","195480","36678","461075"
"Pfizer","National","north west","12-17 Years","150287","52504","4","202795"
"Pfizer","National","north west","Adults","628827","543412","112802","1285041"
"Pfizer","National","western cape","12-17 Years","131485","54181","3","185669"
"Pfizer","National","western cape","Adults","2132096","1873218","491596","4496910"
