"vaccine_rollout_phase","province","district","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Amathole DM","Private Health","Female","153","37","190"
"National","eastern cape","Amathole DM","Private Health","Male","98","19","117"
"National","eastern cape","Amathole DM","Public Health","Female","13837","4525","18362"
"National","eastern cape","Amathole DM","Public Health","Male","11712","3770","15482"
"National","eastern cape","A Nzo DM","Public Health","Female","29758","14223","43981"
"National","eastern cape","A Nzo DM","Public Health","Male","25767","10538","36305"
"National","eastern cape","Buffalo City MM","Private Health","Female","2892","1192","4084"
"National","eastern cape","Buffalo City MM","Private Health","Male","2356","908","3264"
"National","eastern cape","Buffalo City MM","Public Health","Female","16078","9003","25081"
"National","eastern cape","Buffalo City MM","Public Health","Male","12365","6142","18507"
"National","eastern cape","C Hani DM","Private Health","Female","226","102","328"
"National","eastern cape","C Hani DM","Private Health","Male","161","74","235"
"National","eastern cape","C Hani DM","Public Health","Female","14014","3621","17635"
"National","eastern cape","C Hani DM","Public Health","Male","11263","2628","13891"
"National","eastern cape","Joe Gqabi DM","Private Health","Female","660","367","1027"
"National","eastern cape","Joe Gqabi DM","Private Health","Male","507","218","725"
"National","eastern cape","Joe Gqabi DM","Public Health","Female","7879","2699","10578"
"National","eastern cape","Joe Gqabi DM","Public Health","Male","7053","2144","9197"
"National","eastern cape","N Mandela Bay MM","Private Health","Female","4148","2083","6231"
"National","eastern cape","N Mandela Bay MM","Private Health","Male","3728","1733","5461"
"National","eastern cape","N Mandela Bay MM","Public Health","Female","15712","6421","22133"
"National","eastern cape","N Mandela Bay MM","Public Health","Male","12223","4503","16726"
"National","eastern cape","O Tambo DM","Private Health","Female","316","122","438"
"National","eastern cape","O Tambo DM","Private Health","Male","253","113","366"
"National","eastern cape","O Tambo DM","Public Health","Female","43751","16717","60468"
"National","eastern cape","O Tambo DM","Public Health","Male","36554","12401","48955"
"National","eastern cape","Sarah Baartman DM","Private Health","Female","1594","1094","2688"
"National","eastern cape","Sarah Baartman DM","Private Health","Male","1382","826","2208"
"National","eastern cape","Sarah Baartman DM","Public Health","Female","9648","5332","14980"
"National","eastern cape","Sarah Baartman DM","Public Health","Male","8107","3941","12048"
"National","free state","Fezile Dabi DM","Private Health","Female","475","346","821"
"National","free state","Fezile Dabi DM","Private Health","Male","451","287","738"
"National","free state","Fezile Dabi DM","Public Health","Female","13303","4939","18242"
"National","free state","Fezile Dabi DM","Public Health","Male","10823","3576","14399"
"National","free state","Lejweleputswa DM","Private Health","Female","3824","1471","5295"
"National","free state","Lejweleputswa DM","Private Health","Male","3059","1106","4165"
"National","free state","Lejweleputswa DM","Public Health","Female","14170","5276","19446"
"National","free state","Lejweleputswa DM","Public Health","Male","12147","3714","15861"
"National","free state","Mangaung MM","Private Health","Female","2906","1694","4600"
"National","free state","Mangaung MM","Private Health","Male","2412","1284","3696"
"National","free state","Mangaung MM","Public Health","Female","23635","13910","37545"
"National","free state","Mangaung MM","Public Health","Male","21109","11191","32300"
"National","free state","T Mofutsanyana DM","Private Health","Female","1875","1141","3016"
"National","free state","T Mofutsanyana DM","Private Health","Male","1597","925","2522"
"National","free state","T Mofutsanyana DM","Public Health","Female","27038","15487","42525"
"National","free state","T Mofutsanyana DM","Public Health","Male","23199","11633","34832"
"National","free state","Xhariep DM","Public Health","Female","4294","1197","5491"
"National","free state","Xhariep DM","Public Health","Male","3518","798","4316"
"National","gauteng","Ekurhuleni MM","Private Health","Female","10935","6666","17601"
"National","gauteng","Ekurhuleni MM","Private Health","Male","10066","5655","15721"
"National","gauteng","Ekurhuleni MM","Public Health","Female","41155","15366","56521"
"National","gauteng","Ekurhuleni MM","Public Health","Male","32470","11154","43624"
"National","gauteng","Johannesburg MM","Private Health","Female","25595","13856","39451"
"National","gauteng","Johannesburg MM","Private Health","Male","23372","12017","35389"
"National","gauteng","Johannesburg MM","Public Health","Female","46721","16920","63641"
"National","gauteng","Johannesburg MM","Public Health","Male","37802","13182","50984"
"National","gauteng","Sedibeng DM","Private Health","Female","1614","1027","2641"
"National","gauteng","Sedibeng DM","Private Health","Male","1448","704","2152"
"National","gauteng","Sedibeng DM","Public Health","Female","13912","5952","19864"
"National","gauteng","Sedibeng DM","Public Health","Male","10926","4561","15487"
"National","gauteng","Tshwane MM","Private Health","Female","11648","6692","18340"
"National","gauteng","Tshwane MM","Private Health","Male","11068","6039","17107"
"National","gauteng","Tshwane MM","Public Health","Female","40014","18634","58648"
"National","gauteng","Tshwane MM","Public Health","Male","30884","13045","43929"
"National","gauteng","West Rand DM","Private Health","Female","2210","1521","3731"
"National","gauteng","West Rand DM","Private Health","Male","1839","1235","3074"
"National","gauteng","West Rand DM","Public Health","Female","17557","8786","26343"
"National","gauteng","West Rand DM","Public Health","Male","14379","6576","20955"
"National","kwazulu-natal","Amajuba DM","Private Health","Female","216","73","289"
"National","kwazulu-natal","Amajuba DM","Private Health","Male","185","57","242"
"National","kwazulu-natal","Amajuba DM","Public Health","Female","6614","2845","9459"
"National","kwazulu-natal","Amajuba DM","Public Health","Male","4242","1745","5987"
"National","kwazulu-natal","eThekwini MM","Private Health","Female","11956","7051","19007"
"National","kwazulu-natal","eThekwini MM","Private Health","Male","11100","6210","17310"
"National","kwazulu-natal","eThekwini MM","Public Health","Female","14490","5526","20016"
"National","kwazulu-natal","eThekwini MM","Public Health","Male","11790","4418","16208"
"National","kwazulu-natal","Harry Gwala DM","Private Health","Female","363","170","533"
"National","kwazulu-natal","Harry Gwala DM","Private Health","Male","348","136","484"
"National","kwazulu-natal","Harry Gwala DM","Public Health","Female","13073","7765","20838"
"National","kwazulu-natal","Harry Gwala DM","Public Health","Male","10232","5620","15852"
"National","kwazulu-natal","iLembe DM","Private Health","Female","552","336","888"
"National","kwazulu-natal","iLembe DM","Private Health","Male","489","284","773"
"National","kwazulu-natal","iLembe DM","Public Health","Female","8409","4152","12561"
"National","kwazulu-natal","iLembe DM","Public Health","Male","4964","2210","7174"
"National","kwazulu-natal","King Cetshwayo DM","Private Health","Female","335","136","471"
"National","kwazulu-natal","King Cetshwayo DM","Private Health","Male","312","96","408"
"National","kwazulu-natal","King Cetshwayo DM","Public Health","Female","12475","5086","17561"
"National","kwazulu-natal","King Cetshwayo DM","Public Health","Male","8085","3103","11188"
"National","kwazulu-natal","Ugu DM","Private Health","Female","904","562","1466"
"National","kwazulu-natal","Ugu DM","Private Health","Male","720","428","1148"
"National","kwazulu-natal","Ugu DM","Public Health","Female","12430","5117","17547"
"National","kwazulu-natal","Ugu DM","Public Health","Male","8010","2741","10751"
"National","kwazulu-natal","uMgungundlovu DM","Private Health","Female","1638","853","2491"
"National","kwazulu-natal","uMgungundlovu DM","Private Health","Male","1516","773","2289"
"National","kwazulu-natal","uMgungundlovu DM","Public Health","Female","12545","4954","17499"
"National","kwazulu-natal","uMgungundlovu DM","Public Health","Male","8696","3036","11732"
"National","kwazulu-natal","Umkhanyakude DM","Private Health","Female","21","5","26"
"National","kwazulu-natal","Umkhanyakude DM","Private Health","Male","26","7","33"
"National","kwazulu-natal","Umkhanyakude DM","Public Health","Female","20602","10261","30863"
"National","kwazulu-natal","Umkhanyakude DM","Public Health","Male","13079","5410","18489"
"National","kwazulu-natal","Umzinyathi DM","Private Health","Female","59","19","78"
