"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10317","5105","15422"
"National","eastern cape","Private Health","Male","8728","3964","12692"
"National","eastern cape","Public Health","Female","148165","58108","206273"
"National","eastern cape","Public Health","Male","122292","41980","164272"
"National","free state","Private Health","Female","9148","4604","13752"
"National","free state","Private Health","Male","7553","3552","11105"
"National","free state","Public Health","Female","83529","40786","124315"
"National","free state","Public Health","Male","71449","30700","102149"
"National","gauteng","Private Health","Female","53093","30254","83347"
"National","gauteng","Private Health","Male","48779","25980","74759"
"National","gauteng","Public Health","Female","161679","65842","227521"
"National","gauteng","Public Health","Male","127914","48450","176364"
"National","kwazulu-natal","Private Health","Female","16854","9576","26430"
"National","kwazulu-natal","Private Health","Male","15316","8212","23528"
"National","kwazulu-natal","Public Health","Female","157712","71085","228797"
"National","kwazulu-natal","Public Health","Male","107510","43087","150597"
"National","limpopo","Private Health","Female","11779","5214","16993"
"National","limpopo","Private Health","Male","9170","3660","12830"
"National","limpopo","Public Health","Female","144224","50193","194417"
"National","limpopo","Public Health","Male","124552","37491","162043"
"National","mpumalanga","Private Health","Female","3936","1705","5641"
"National","mpumalanga","Private Health","Male","3442","1524","4966"
"National","mpumalanga","Public Health","Female","77115","27578","104693"
"National","mpumalanga","Public Health","Male","63568","19069","82637"
"National","northern cape","Private Health","Female","2124","1044","3168"
"National","northern cape","Private Health","Male","1945","815","2760"
"National","northern cape","Public Health","Female","18128","7117","25245"
"National","northern cape","Public Health","Male","14226","5210","19436"
"National","north west","Private Health","Female","5165","2407","7572"
"National","north west","Private Health","Male","4669","2031","6700"
"National","north west","Public Health","Female","78193","27981","106174"
"National","north west","Public Health","Male","64823","20370","85193"
"National","western cape","Private Health","Female","23214","12665","35879"
"National","western cape","Private Health","Male","21000","10962","31962"
"National","western cape","Public Health","Female","48024","16355","64379"
"National","western cape","Public Health","Male","40142","13422","53564"
