"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","918757"
"Janssen Vaccines & Prevention B.V","free state","Adults","487654"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1549898"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1247535"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1081117"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","831047"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","216260"
"Janssen Vaccines & Prevention B.V","north west","Adults","714382"
"Janssen Vaccines & Prevention B.V","western cape","Adults","752026"
"Pfizer","eastern cape","12-17 Years","109157"
"Pfizer","eastern cape","Adults","1132447"
"Pfizer","free state","12-17 Years","79642"
"Pfizer","free state","Adults","595464"
"Pfizer","gauteng","12-17 Years","170526"
"Pfizer","gauteng","Adults","3398134"
"Pfizer","kwazulu-natal","12-17 Years","131960"
"Pfizer","kwazulu-natal","Adults","1657444"
"Pfizer","limpopo","12-17 Years","96558"
"Pfizer","limpopo","Adults","881040"
"Pfizer","mpumalanga","12-17 Years","49876"
"Pfizer","mpumalanga","Adults","475884"
"Pfizer","northern cape","12-17 Years","14186"
"Pfizer","northern cape","Adults","194478"
"Pfizer","north west","12-17 Years","52789"
"Pfizer","north west","Adults","540672"
"Pfizer","western cape","12-17 Years","53404"
"Pfizer","western cape","Adults","1866307"
